"ISIN","Symbol","ConId","Currency","PrimaryExchange","BestExchange","Rows","FirstDate","LastDate","LastClose"
"LU0494592974","XCS2","137397315","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","147.86"
"LU0592216393","XESP","98700967","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","65.93"
"LU0599612842","OSX4","90274845","EUR","IBIS","SMART","71","2026-04-13","2026-08-14","311.1"
"LU0599613147","OSX6","90274834","EUR","IBIS","SMART","88","2026-04-13","2026-08-14","160.74"
"LU0614173549","X03B","100292927","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","158.89"
"LU0614173895","X03C","100292930","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","184.526"
"LU0629459743","UIMM","93785221","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","183.17"
"LU0629460675","UIMR","93785188","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","147.26"
"LU0629460832","UIMT","93785205","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","88.31"
"LU0643975591","X03F","97530217","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","169.12"
"LU0659579733","XWEH","134167664","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","53.984"
"LU0677077884","XUEM","317792815","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","10.392"
"LU0690964092","XGVD","101987714","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","169.156"
"LU0721552544","UEFF","102431319","EUR","IBIS","SMART","87","2026-04-10","2026-08-14","20.794"
"LU0721552973","UEFI","102431329","EUR","IBIS","SMART","66","2026-04-10","2026-08-07","33.359"
"LU0838782315","XDDX","119835414","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","166.8"
"LU0879399441","UEFZ","132732890","EUR","IBIS","SMART","86","2026-04-10","2026-08-14","14.7156"
"LU0908508814","XGIU","134167669","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","22.42"
"LU0925589839","XYP1","134528426","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","150.74"
"LU0942970103","XBAG","147484643","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","33.51"
"LU0950674332","SEAC","307127660","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","37.27"
"LU0962071741","XYPD","139362412","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","143.456"
"LU0962078753","XGII","139362403","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","189.83"
"LU0994505336","XESD","166084768","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","47.63"
"LU1048313891","MSRUSA","166349306","USD","EBS","SMART","90","2026-04-08","2026-08-14","23.51"
"LU1048313974","MSRUSBUSD","370879036","USD","EBS","SMART","88","2026-04-08","2026-08-14","31.27"
"LU1048314196","UEF6","156871545","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","12.995"
"LU1048317025","UEF0","156871555","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","17.426"
"LU1094612022","CGB","199830408","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","19.941"
"LU1242369327","XIEE","214547685","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","94.38"
"LU1324516050","UEFS","221715472","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","8.0818"
"LU1399300455","XUTE","258047225","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","88.884"
"LU1481201702","VALD","264931250","EUR","SBF","SMART","75","2026-04-10","2026-08-14","138.42"
"LU1484799769","UIMC","263755979","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","12.813"
"LU1563454823","KLMH","304138682","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","47.085"
"LU1574142243","STXH","273991450","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","170.78"
"LU1600334798","UIMF","280737606","EUR","IBIS","SMART","89","2026-04-10","2026-08-14","21.296"
"LU1645381689","FRC4","295400702","EUR","IBIS","SMART","81","2026-04-10","2026-08-14","15.0076"
"LU1645385839","SEAA","295400704","EUR","IBIS","SMART","85","2026-04-10","2026-08-14","9.4174"
"LU1645386308","SEAD","394326257","EUR","IBIS","SMART","81","2026-04-10","2026-08-14","9.2918"
"LU1650489898","NADB","517610969","EUR","IBIS","SMART","81","2026-04-10","2026-08-13","137.56"
"LU1681041627","MIVA","314449514","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","169.12"
"LU1686832277","DFOB","447262575","EUR","IBIS","SMART","89","2026-04-10","2026-08-14","122.72"
"LU1737653714","10AL","305692922","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","41.468"
"LU1737654019","10AM","305692912","EUR","IBIS","SMART","74","2026-04-10","2026-08-14","44.721"
"LU1772333404","XSXE","323608877","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","163.22"
"LU1781541096","LCUK","311572509","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","17.916"
"LU1805389258","UIQL","320358739","EUR","IBIS","SMART","88","2026-04-10","2026-08-14","10.306"
"LU1953188833","UETC","376945198","EUR","IBIS","SMART","89","2026-04-10","2026-08-14","9.137"
"LU1974696418","EMIE","376945188","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","11.2196"
"LU1981859819","XCO2","385686635","EUR","IBIS","SMART","83","2026-04-10","2026-08-14","19.151"
"LU2082997789","INDU","443719174","EUR","IBIS","SMART","85","2026-04-10","2026-08-14","214.7"
"LU2082998837","CSTA","443719177","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","153.82"
"LU2089238112","PRAZ","401624585","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","39.99"
"LU2089238898","PRAR","401624579","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","17.9446"
"LU2090062949","MTDD","446063302","EUR","IBIS","SMART","83","2026-04-10","2026-08-14","152.21"
"LU2182388749","PR1H","438044477","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","21.43"
"LU2296661775","XMA1","517611050","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","27.086"
"LU2300294589","SADA","511811248","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","45.34"
"LU2356314745","NVM","503643478","EUR","IBIS","SMART","80","2026-04-10","2026-08-14","2.56"
"LU2491211004","BQGE","581241874","EUR","IBIS","SMART","39","2026-04-10","2026-08-14","161.98"
"LU2611731667","C007","670529653","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","26.39"
"LU2611731741","C003","670515188","EUR","IBIS","SMART","89","2026-04-10","2026-08-14","38.96"
"LU2611732129","C006","670529648","EUR","IBIS","SMART","89","2026-04-10","2026-08-14","39.274"
"LU2611732475","C005","670529663","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","143.48"
"LU2611732558","C051","693589582","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","52.81"
"LU3061478973","XDEF","810306238","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","33.87"
"LU3152892629","XB36","837460781","EUR","IBIS2","SMART","90","2026-04-10","2026-08-14","29.333"
"MHY737604006","RHS","614232388","EUR","FWB","SMART","70","2026-04-10","2026-08-14","14.5"
"MX01OR010004","4FZ","481976360","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","1.12"
"MXP495211262","4GM","249091737","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","3.02"
"NL0000238145","APM","13793297","EUR","IBIS","SMART","87","2026-04-10","2026-08-14","2.66"
"NL00150000S7","CABKA","455934190","EUR","AEB","SMART","81","2026-04-10","2026-08-14","1.96"
"NL0015000YE1","ALTME","569790692","EUR","SBF","SMART","90","2026-04-10","2026-08-14","0.064"
"NL0015001KT6","BRE","689005458","EUR","BVME","SMART","90","2026-04-10","2026-08-14","10.19"
"NL0015002SN0","QIA","840414910","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","37.232"
"NO0003054108","MOWI","14488627","NOK","OSE","SMART","90","2026-04-08","2026-08-14","202"
"NO0003058109","9K1","603521472","EUR","FWB","SMART","16","2026-04-14","2026-08-14","2.68"
"NO0010358484","EMGS","118832036","NOK","OSE","SMART","90","2026-04-08","2026-08-14","0.686"
"NO0010360266","BOUV","145990409","NOK","OSE","SMART","90","2026-04-08","2026-08-14","43.6"
"NO0010859648","9JR","467726920","EUR","SWB","SMART","3","2026-04-29","2026-05-04","0.0518"
"NO0010861115","0BQ","603525236","EUR","FWB","SMART","24","2026-04-13","2026-08-12","4.304"
"NO0010876642","52K","496998044","EUR","FWB","SMART","81","2026-04-10","2026-08-14","1.216"
"NO0010890965","BEWI","529719606","NOK","OSE","SMART","90","2026-04-08","2026-08-14","20.36"
"NO0010892912","NO9","603512337","EUR","FWB","SMART","5","2026-04-14","2026-05-28","0.972"
"NO0011002586","9J7","566350622","EUR","FWB","SMART","79","2026-04-10","2026-08-14","3.4"
"NO0012928805","22L","650075662","EUR","FWB","SMART","7","2026-06-01","2026-08-14","7.64"
"NO0013524942","7UM0","772076828","EUR","FWB","SMART","6","2026-04-16","2026-07-16","1.996"
"NO0013696799","6FZ0","829721499","EUR","FWB","SMART","13","2026-04-10","2026-08-13","4.76"
"NO0013721613","OTOVO","851509553","NOK","OSE","SMART","90","2026-04-08","2026-08-14","10.9"
"NO0013751966","HPURO","882691381","NOK","OSE","SMART","90","2026-04-08","2026-08-14","8.54"
"NZMFTE0001S9","NK7","469138251","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","35"
"NZSCLE0002S8","S05","475655832","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","3.42"
"PL11BTS00015","11C","430593101","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","30.1"
"PLAGORA00067","AGQ1","865209023","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","1.92"
"PLANSWR00019","90Z","522779522","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","5.09"
"PLGPW0000017","WSX","477977498","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","23.78"
"PLGTC0000037","G91","432669573","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","0.5"
"PLHOTB000011","2HB","508810250","EUR","FWB2","SMART","88","2026-04-10","2026-08-14","0.56"
"PLPZU0000011","7PZ","433429406","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","17.04"
"PLTLKPL00017","TPA1","125714762","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","3.299"
"SE0000667925","TLS","16660531","EUR","FWB","SMART","90","2026-04-10","2026-08-14","3.983"
"SE0010662585","QBT","522799877","EUR","SWB2","SMART","90","2026-04-10","2026-08-14","0.014"
"SE0016609499","52SA","512126902","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","7.31"
"SE0018013849","PBC","565370817","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","0.0628"
"SE0021148160","5KP","670768200","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","1.914"
"SE0021309614","LIVA","680538409","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","104"
"SE0023595459","5J90","770347891","EUR","GETTEX2","SMART","90","2026-04-10","2026-08-14","2.59"
"SE0025420714","3F80","798084621","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","1.6"
"SE0027099078","7HW0","836124224","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","0.023"
"SE0027099326","5JL0","839160277","EUR","GETTEX2","SMART","90","2026-04-10","2026-08-14","1.55"
"SE0027597691","7KF","866449731","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","1.234"
"SE0029530138","6ZR0","898258141","EUR","FWB2","SMART","92","2026-04-08","2026-08-14","0.994"
"SG1B51001017","CYC","129555050","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","18.5"
"SG1I53882771","O3H","521962347","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","2.1"
"SG1R50925390","SBOA","529126330","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","3.862"
"SG1R89002252","CDE","254031209","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","5.5"
"SG1T58930911","FNV2","112927795","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","0.94"
"SG1T75931496","SIT4","403069940","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","3.046"
"SG1V12936232","RYTB","142826067","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","0.74"
"SG2D00968206","H09","116578373","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","0.155"
"TH0268010Z11","AISF","29873745","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","9.84"
"TH0471010Y12","TPIG","414274314","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","0.058"
"TH0765010R16","NYVQ","376081745","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","1.66"
"TH0961010Y12","F1P","220348144","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","0.268"
"US1940145022","C520","550587854","EUR","FWB","SMART","53","2026-04-10","2026-08-14","22.2"
"US29452E1010","AXJ","398898577","EUR","IBIS","SMART","39","2026-04-10","2026-08-14","45.84"
"US37733W2044","GS70","572313484","EUR","FWB","SMART","55","2026-04-08","2026-08-14","42.6"
"US3927091013","2G1","172103159","EUR","SWB","SMART","48","2026-04-10","2026-08-14","60.54"
"US40432G2075","HTJ","98464114","EUR","FWB","SMART","24","2026-04-08","2026-07-29","4.9"
"US45674E2081","6JH0","789481329","EUR","FWB","SMART","13","2026-04-08","2026-08-05","0.89"
"US48581R2058","KKS","464033142","EUR","SWB2","SMART","90","2026-04-10","2026-08-14","84.8"
"US5128073062","LAR0","732439980","EUR","IBIS","SMART","90","2026-04-10","2026-08-14","284.3"
"US6761182012","OYM1","222860384","EUR","FWB","SMART","78","2026-04-08","2026-08-14","0.816"
"US68404L2016","MM6A","402333212","EUR","FWB","SMART","65","2026-04-08","2026-08-14","20.8"
"US6915438476","4RQ1","812475627","EUR","SWB","SMART","92","2026-04-08","2026-08-14","8.36"
"US6936561009","PVH","90794885","EUR","IBIS","SMART","77","2026-04-08","2026-08-14","70.7"
"US78440X8873","GEI","537789286","EUR","FWB","SMART","87","2026-04-08","2026-08-14","49.704"
"US8166452040","6LD1","229652205","EUR","FWB","SMART","15","2026-06-04","2026-07-21","2.32"
"US81727U3032","6L60","821239925","EUR","FWB","SMART","52","2026-04-08","2026-08-13","6.54"
"US81750R2013","1S90","778473101","EUR","FWB","SMART","29","2026-04-09","2026-08-11","4.196"
"US9092143067","USY1","69881522","EUR","SWB","SMART","82","2026-04-13","2026-08-14","2.4726"
"US97785W1062","CR6","817815737","EUR","FWB","SMART","92","2026-04-08","2026-08-14","26.25"
"ZAE000004875","NCO","423494203","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","15.6"
"ZAE000005153","OHZ","383603128","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","5.26"
"ZAE000054045","EB9","404345705","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","9.2"
"ZAE000066304","FSRA","429328369","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","5.2"
"ZAE000070660","LA6A","211590579","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","4.66"
"ZAE000084992","LCQ","565381544","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","10.1"
"ZAE000109815","SKC2","135999727","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","17.2"
"ZAE000132577","5VD","444657433","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","7.9"
"ZAE000134961","ISC1","399370371","EUR","FWB2","SMART","90","2026-04-10","2026-08-14","0.077"
"ZAE000255360","OMU","323607626","GBP","LSE","SMART","90","2026-04-09","2026-08-14","59.8"
