ISIN,conId,Symbol,Currency,Status,Rows,FirstDate,LastDate,Error
JP3485800001,14015491,4202,JPY,OK,1218,2019-01-07,2023-12-29,
JP3486800000,14014672,1878,JPY,OK,1218,2019-01-07,2023-12-29,
JP3491000000,14016081,5471,JPY,OK,1218,2019-01-07,2023-12-29,
JP3491800003,47419240,7245,JPY,OK,1219,2019-01-07,2023-12-29,
JP3493400000,14015734,4631,JPY,OK,1218,2019-01-07,2023-12-29,
JP3493800001,13905858,7912,JPY,OK,1218,2019-01-07,2023-12-29,
JP3494600004,14017558,7735,JPY,OK,1219,2019-01-07,2023-12-29,
JP3495000006,13905473,4506,JPY,OK,1218,2019-01-07,2023-12-29,
JP3496400007,13906073,9433,JPY,OK,1220,2019-01-07,2023-12-29,
JP3497000004,131085254,6023,JPY,OK,1218,2019-01-07,2023-12-29,
JP3497800007,14016796,6622,JPY,OK,1218,2019-01-07,2023-12-29,
JP3499800005,14018717,8593,JPY,OK,1220,2019-01-07,2023-12-29,
JP3500610005,13857206,8308,JPY,OK,1220,2019-01-07,2023-12-29,
JP3502200003,13905974,8601,JPY,OK,1220,2019-01-07,2023-12-29,
JP3505000004,13905281,1925,JPY,OK,1219,2019-01-07,2023-12-29,
JP3519400000,14015627,4519,JPY,OK,1219,2019-01-07,2023-12-29,
JP3522200009,14019108,9504,JPY,OK,1219,2019-01-07,2023-12-29,
JP3526600006,13906085,9502,JPY,OK,1218,2019-01-07,2023-12-29,
JP3528600004,13905643,6366,JPY,OK,1220,2019-01-07,2023-12-29,
JP3535400000,14016575,6371,JPY,OK,1218,2019-01-07,2023-12-29,
JP3538400007,14018855,8841,JPY,OK,1218,2019-01-07,2023-12-29,
JP3538800008,13905708,6762,JPY,OK,1219,2019-01-07,2023-12-29,
JP3539220008,31676946,8795,JPY,OK,1218,2019-01-07,2023-12-29,
JP3539250005,14016714,6481,JPY,OK,1218,2019-01-07,2023-12-29,
JP3544000007,13905371,3401,JPY,OK,1219,2019-01-07,2023-12-29,
JP3545130001,124012882,3762,JPY,OK,1218,2019-01-07,2023-12-29,
JP3546800008,13905488,4543,JPY,OK,1218,2019-01-07,2023-12-29,
JP3547670004,55693120,2181,JPY,FAILED,0,,,Timeout
JP3548500002,14019231,9682,JPY,OK,1218,2019-01-07,2023-12-29,
JP3548610009,46624277,2432,JPY,OK,1218,2019-01-07,2023-12-29,
JP3548660004,40711499,3050,JPY,FAILED,0,,,Timeout
JP3548740004,131086410,4576,JPY,OK,1218,2019-01-07,2023-12-29,
JP3549070005,131082062,4819,JPY,OK,1218,2019-01-07,2023-12-29,
JP3549600009,13905435,4061,JPY,OK,1218,2019-01-07,2023-12-29,
JP3551200003,31916064,9513,JPY,OK,1220,2019-01-07,2023-12-29,
JP3551500006,13905745,6902,JPY,OK,1219,2019-01-07,2023-12-29,
JP3551520004,30865581,4324,JPY,OK,1218,2019-01-07,2023-12-29,
JP3554400006,14016565,6369,JPY,OK,1218,2019-01-07,2023-12-29,
JP3555700008,14016494,6315,JPY,OK,1220,2019-01-07,2023-12-29,
JP3560800009,13905543,5301,JPY,OK,1219,2019-01-07,2023-12-29,
JP3561200001,14019256,9704,JPY,OK,1220,2019-01-07,2023-12-29,
JP3566800003,14018918,9022,JPY,OK,1219,2019-01-07,2023-12-29,
JP3567410000,47169976,1720,JPY,FAILED,0,,,Timeout
JP3569200003,134127972,3289,JPY,OK,1220,2019-01-07,2023-12-29,
JP3571400005,13905881,8035,JPY,OK,1219,2019-01-07,2023-12-29,
JP3573000001,13906095,9531,JPY,OK,1219,2019-01-07,2023-12-29,
JP3574200006,13906019,9005,JPY,OK,1219,2019-01-07,2023-12-29,
JP3577600004,14018759,8616,JPY,OK,1219,2019-01-07,2023-12-29,
JP3582600007,14018814,8804,JPY,OK,1218,2019-01-07,2023-12-29,
JP3585800000,13906080,9501,JPY,OK,1220,2019-01-07,2023-12-29,
JP3592600005,14016341,6104,JPY,OK,1218,2019-01-07,2023-12-29,
JP3594000006,14016776,6588,JPY,OK,1218,2019-01-07,2023-12-29,
JP3595200001,13905425,4042,JPY,OK,1218,2019-01-07,2023-12-29,
JP3598600009,14019149,9602,JPY,OK,1218,2019-01-07,2023-12-29,
JP3599000001,13905585,5707,JPY,OK,1219,2019-01-07,2023-12-29,
JP3600200004,14019135,9533,JPY,OK,1218,2019-01-07,2023-12-29,
JP3602600003,43645178,8129,JPY,OK,1218,2019-01-07,2023-12-29,
JP3605400005,14019118,9506,JPY,OK,1220,2019-01-07,2023-12-29,
JP3606600009,14015740,4634,JPY,OK,1218,2019-01-07,2023-12-29,
JP3607800004,14016506,6330,JPY,OK,1218,2019-01-07,2023-12-29,
JP3613400005,13905618,5901,JPY,OK,1219,2019-01-07,2023-12-29,
JP3616000000,38692873,5310,JPY,OK,1218,2019-01-07,2023-12-29,
JP3619800000,13905349,3101,JPY,FAILED,0,,,Timeout
JP3621000003,13905374,3402,JPY,OK,1220,2019-01-07,2023-12-29,
JP3623150004,46653646,4553,JPY,OK,1218,2019-01-07,2023-12-29,
JP3625000009,14015383,4043,JPY,OK,1219,2019-01-07,2023-12-29,
JP3626800001,14016256,5938,JPY,OK,1218,2019-01-07,2023-12-29,
JP3629000005,13905855,7911,JPY,OK,1218,2019-01-07,2023-12-29,
JP3633400001,12973888,TOM,EUR,OK,1276,2019-01-02,2023-12-29,
JP3634200004,14017355,7282,JPY,OK,1219,2019-01-07,2023-12-29,
JP3635000007,14017801,8015,JPY,OK,1219,2019-01-07,2023-12-29,
JP3635400009,14015192,3116,JPY,OK,1219,2019-01-07,2023-12-29,
JP3635700002,14019264,9715,JPY,OK,1218,2019-01-07,2023-12-29,
JP3636000006,131087680,4369,JPY,OK,1218,2019-01-07,2023-12-29,
JP3637280003,145649261,6616,JPY,OK,1220,2019-01-07,2023-12-29,
JP3637300009,14015793,4704,JPY,OK,1218,2019-01-07,2023-12-29,
JP3638600001,13905598,5714,JPY,OK,1218,2019-01-07,2023-12-29,
JP3639650005,14017457,7532,JPY,OK,1219,2019-01-07,2023-12-29,
JP3642500007,131083290,7716,JPY,OK,1218,2019-01-07,2023-12-29,
JP3649800004,14018941,9048,JPY,OK,1219,2019-01-07,2023-12-29,
JP3651120002,49539094,4571,JPY,OK,1220,2019-01-07,2023-12-29,
JP3651160008,131083061,2790,JPY,OK,1218,2019-01-07,2023-12-29,
JP3651210001,46013387,6268,JPY,OK,1218,2019-01-07,2023-12-29,
JP3651400008,59348782,7014,JPY,OK,1218,2019-01-07,2023-12-29,
JP3657400002,13905838,7731,JPY,OK,1218,2019-01-07,2023-12-29,
JP3658800002,14018921,9031,JPY,OK,1218,2019-01-07,2023-12-29,
JP3659000008,13906118,9021,JPY,OK,1220,2019-01-07,2023-12-29,
JP3661800007,14017198,6996,JPY,OK,1219,2019-01-07,2023-12-29,
JP3663900003,17454925,2768,JPY,OK,1219,2019-01-07,2023-12-29,
JP3665200006,13905341,2871,JPY,FAILED,0,,,Timeout
JP3667600005,14014864,1963,JPY,OK,1218,2019-01-07,2023-12-29,
JP3670800006,13905418,4021,JPY,OK,1218,2019-01-07,2023-12-29,
JP3672400003,13905798,7201,JPY,OK,1220,2019-01-07,2023-12-29,
JP3673600007,14017946,8086,JPY,OK,1219,2019-01-07,2023-12-29,
JP3675600005,14015136,2897,JPY,FAILED,0,,,Timeout
JP3676800000,13905294,2002,JPY,OK,1218,2019-01-07,2023-12-29,
JP3677200002,13905330,2602,JPY,FAILED,0,,,Timeout
JP3678000005,13905361,3105,JPY,FAILED,0,,,Timeout
JP3680800004,14014501,1515,JPY,OK,1218,2019-01-07,2023-12-29,
JP3684000007,14017185,6988,JPY,OK,1218,2019-01-07,2023-12-29,
JP3684400009,13905364,3110,JPY,OK,1218,2019-01-07,2023-12-29,
JP3686140009,138173891,1429,JPY,OK,1218,2019-01-07,2023-12-29,
JP3686150008,51819890,8518,JPY,OK,1218,2019-01-07,2023-12-29,
JP3686800008,13905528,5202,JPY,OK,1218,2019-01-07,2023-12-29,
JP3689100000,14017495,7600,JPY,OK,1218,2019-01-07,2023-12-29,
JP3689500001,14015806,4716,JPY,OK,1219,2019-01-07,2023-12-29,
JP3690400001,14015991,5302,JPY,OK,1218,2019-01-07,2023-12-29,
JP3694400007,13905448,4272,JPY,OK,1219,2019-01-07,2023-12-29,
JP3695200000,13905549,5333,JPY,OK,1219,2019-01-07,2023-12-29,
JP3695600001,14018116,8174,JPY,OK,1218,2019-01-07,2023-12-29,
JP3697800005,14031632,6418,JPY,OK,1218,2019-01-07,2023-12-29,
JP3699400002,14019261,9706,JPY,OK,1219,2019-01-07,2023-12-29,
JP3700200003,114693044,5703,JPY,OK,1218,2019-01-07,2023-12-29,
JP3701200002,14017200,6997,JPY,OK,1219,2019-01-07,2023-12-29,
JP3705200008,113787206,9201,JPY,OK,1220,2019-01-07,2023-12-29,
JP3709600005,14018969,9072,JPY,OK,1218,2019-01-07,2023-12-29,
JP3711200000,41664897,8304,JPY,OK,1218,2019-01-07,2023-12-29,
JP3711600001,14015418,4091,JPY,OK,1218,2019-01-07,2023-12-29,
JP3713200008,14017643,7915,JPY,OK,1219,2019-01-07,2023-12-29,
JP3714400003,14018558,8511,JPY,OK,1218,2019-01-07,2023-12-29,
JP3718800000,13905229,1332,JPY,FAILED,0,,,Timeout
JP3720800006,13905646,6471,JPY,OK,1220,2019-01-07,2023-12-29,
JP3721400004,13905573,5631,JPY,OK,1218,2019-01-07,2023-12-29,
JP3721600009,125203643,3863,JPY,OK,1219,2019-01-07,2023-12-29,
JP3723000000,13905291,2001,JPY,FAILED,0,,,Timeout
JP3725400000,14015500,4205,JPY,OK,1218,2019-01-07,2023-12-29,
JP3726800000,13905344,2914,JPY,OK,1220,2019-01-07,2023-12-29,
JP3732000009,341504260,9434,JPY,OK,1220,2019-01-07,2023-12-29,
JP3733000008,13905685,6701,JPY,OK,1219,2019-01-07,2023-12-29,
JP3733400000,14015971,5214,JPY,OK,1219,2019-01-07,2023-12-29,
JP3734600004,14016121,5563,JPY,OK,1220,2019-01-07,2023-12-29,
JP3734800000,14016790,6594,JPY,OK,1218,2019-01-07,2023-12-29,
JP3735400008,13906070,9432,JPY,OK,1220,2019-01-07,2023-12-29,
JP3738600000,14015997,5334,JPY,OK,1219,2019-01-07,2023-12-29,
JP3739700007,108003327,6788,JPY,OK,1218,2019-01-07,2023-12-29,
JP3742600004,14016316,5991,JPY,OK,1218,2019-01-07,2023-12-29,
JP3743000006,14015010,2282,JPY,FAILED,0,,,Timeout
JP3749400002,14015707,4612,JPY,OK,1220,2019-01-07,2023-12-29,
JP3750400008,131083948,6871,JPY,OK,1218,2019-01-07,2023-12-29,
JP3750500005,60711310,2702,JPY,OK,1220,2019-01-07,2023-12-29,
JP3752900005,206408205,6178,JPY,OK,1220,2019-01-07,2023-12-29,
JP3753000003,13906045,9101,JPY,OK,1220,2019-01-07,2023-12-29,
JP3755200007,102044174,8876,JPY,OK,1218,2019-01-07,2023-12-29,
JP3756200006,14017749,7988,JPY,OK,1218,2019-01-07,2023-12-29,
JP3756600007,14017724,7974,JPY,OK,1218,2019-01-07,2023-12-29,
JP3758190007,98678502,3659,JPY,OK,1219,2019-01-07,2023-12-29,
JP3762600009,13905980,8604,JPY,OK,1220,2019-01-07,2023-12-29,
JP3762800005,31676937,4307,JPY,OK,1219,2019-01-07,2023-12-29,
JP3762900003,41144484,3231,JPY,FAILED,0,,,Timeout
JP3763000001,14015992,5331,JPY,OK,1218,2019-01-07,2023-12-29,
JP3765150002,131085296,6324,JPY,OK,1218,2019-01-07,2023-12-29,
JP3767810009,47169975,1719,JPY,FAILED,0,,,Timeout
JP3768600003,14014531,1808,JPY,OK,1218,2019-01-07,2023-12-29,
JP3769000005,14018428,8359,JPY,OK,1219,2019-01-07,2023-12-29,
JP3774200004,14018930,9042,JPY,OK,1218,2019-01-07,2023-12-29,
JP3774600005,14018249,8242,JPY,OK,1220,2019-01-07,2023-12-29,
JP3777800008,14017931,8078,JPY,OK,1218,2019-01-07,2023-12-29,
JP3778630008,36215830,7832,JPY,OK,1218,2019-01-07,2023-12-29,
JP3780050005,286166033,3993,JPY,OK,1218,2019-01-07,2023-12-29,
JP3780100008,14015757,4666,JPY,OK,1218,2019-01-07,2023-12-29,
JP3781490002,47546813,2168,JPY,FAILED,0,,,Timeout
JP3783600004,13906034,9020,JPY,OK,1220,2019-01-07,2023-12-29,
JP3787000003,14016477,6305,JPY,OK,1218,2019-01-07,2023-12-29,
JP3788600009,13905665,6501,JPY,OK,1220,2019-01-07,2023-12-29,
JP3789000001,13905779,7004,JPY,OK,1219,2019-01-07,2023-12-29,
JP3791800000,144306844,6810,JPY,OK,1219,2019-01-07,2023-12-29,
JP3795300007,131083930,6258,JPY,OK,1218,2019-01-07,2023-12-29,
JP3799000009,14016964,6806,JPY,OK,1218,2019-01-07,2023-12-29,
JP3800390001,51766314,3048,JPY,FAILED,0,,,Timeout
JP3801300009,513096231,6523,JPY,OK,544,2021-10-14,2023-12-29,
JP3802300008,14019486,9983,JPY,OK,1219,2019-01-07,2023-12-29,
JP3802400006,13905758,6954,JPY,OK,1219,2019-01-07,2023-12-29,
JP3802940001,129106776,8713,JPY,OK,1219,2019-01-07,2023-12-29,
JP3805010000,43623853,8354,JPY,OK,1219,2019-01-07,2023-12-29,
JP3806800003,14018976,9075,JPY,OK,1218,2019-01-07,2023-12-29,
JP3809200003,166263037,6134,JPY,OK,1218,2019-01-07,2023-12-29,
JP3811000003,13905612,5803,JPY,OK,1218,2019-01-07,2023-12-29,
JP3813200007,13905658,6474,JPY,OK,1218,2019-01-07,2023-12-29,
JP3814000000,13905493,4901,JPY,OK,1219,2019-01-07,2023-12-29,
JP3814800003,13905835,7270,JPY,OK,1220,2019-01-07,2023-12-29,
JP3815100007,131085542,6400,JPY,OK,1218,2019-01-07,2023-12-29,
JP3816200004,125843848,4554,JPY,OK,1218,2019-01-07,2023-12-29,
JP3818000006,13905690,6702,JPY,OK,1218,2019-01-07,2023-12-29,
JP3819400007,14015766,4676,JPY,OK,1218,2019-01-07,2023-12-29,
JP3820000002,13905678,6504,JPY,OK,1219,2019-01-07,2023-12-29,
JP3821000001,53102176,7917,JPY,OK,1218,2019-01-07,2023-12-29,
JP3826270005,47419200,8424,JPY,OK,1218,2019-01-07,2023-12-29,
JP3826900007,37082738,5741,JPY,OK,1218,2019-01-07,2023-12-29,
JP3830000000,14016666,6448,JPY,OK,1218,2019-01-07,2023-12-29,
JP3830800003,13905522,5108,JPY,OK,1218,2019-01-07,2023-12-29,
JP3831600006,14016241,5930,JPY,OK,1218,2019-01-07,2023-12-29,
JP3833600004,14017295,7246,JPY,OK,1218,2019-01-07,2023-12-29,
JP3834200002,14016625,6412,JPY,OK,1218,2019-01-07,2023-12-29,
JP3834800009,13906010,8803,JPY,OK,1218,2019-01-07,2023-12-29,
JP3835100003,194125785,4593,JPY,OK,1218,2019-01-07,2023-12-29,
JP3835500004,105094301,6058,JPY,OK,1219,2019-01-07,2023-12-29,
JP3835650007,14019501,9997,JPY,OK,1218,2019-01-07,2023-12-29,
JP3835670005,47384010,2418,JPY,OK,1218,2019-01-07,2023-12-29,
JP3835760004,209744739,6183,JPY,OK,1218,2019-01-07,2023-12-29,
JP3837800006,14017564,7741,JPY,OK,1218,2019-01-07,2023-12-29,
JP3841800000,13905398,3865,JPY,OK,1218,2019-01-07,2023-12-29,
JP3843400007,114841992,8524,JPY,OK,1218,2019-01-07,2023-12-29,
JP3845400005,14019115,9505,JPY,OK,1219,2019-01-07,2023-12-29,
JP3845770001,112131190,6465,JPY,OK,1218,2019-01-07,2023-12-29,
JP3845800006,14016961,6804,JPY,OK,1219,2019-01-07,2023-12-29,
JP3850200001,14019130,9509,JPY,OK,1218,2019-01-07,2023-12-29,
JP3853000002,14017028,6856,JPY,OK,1218,2019-01-07,2023-12-29,
JP3854600008,13905825,7267,JPY,OK,1220,2019-01-07,2023-12-29,
JP3855900001,81740055,4927,JPY,OK,1219,2019-01-07,2023-12-29,
JP3862400003,14016770,6586,JPY,OK,1218,2019-01-07,2023-12-29,
JP3862800004,14016361,6135,JPY,OK,1218,2019-01-07,2023-12-29,
JP3863800003,14018777,8628,JPY,OK,1220,2019-01-07,2023-12-29,
JP3866800000,10099912,MAT1,EUR,OK,1276,2019-01-02,2023-12-29,
JP3868400007,13437801,MZA,EUR,OK,1273,2019-01-02,2023-12-29,
JP3869960009,287341176,3994,JPY,OK,1218,2019-01-07,2023-12-29,
JP3869970008,42847783,8698,JPY,OK,1220,2019-01-07,2023-12-29,
JP3870000001,14016787,6592,JPY,OK,1219,2019-01-07,2023-12-29,
JP3870400003,13905915,8252,JPY,OK,1218,2019-01-07,2023-12-29,
JP3874800000,14018746,8613,JPY,OK,1219,2019-01-07,2023-12-29,
JP3876600002,145715096,1333,JPY,FAILED,0,,,Timeout
JP3877600001,13905869,8002,JPY,OK,1220,2019-01-07,2023-12-29,
JP3879170003,145766261,9090,JPY,OK,1218,2019-01-07,2023-12-29,
JP3879250003,14016004,5344,JPY,OK,1218,2019-01-07,2023-12-29,
JP3882750007,41015005,2121,JPY,FAILED,0,,,Timeout
JP3885400006,14019473,9962,JPY,OK,1219,2019-01-07,2023-12-29,
JP3885780001,17301320,8411,JPY,OK,1220,2019-01-07,2023-12-29,
JP3888300005,14015473,4183,JPY,OK,1218,2019-01-07,2023-12-29,
JP3888400003,13905583,5706,JPY,OK,1219,2019-01-07,2023-12-29,
JP3889610006,48903796,3315,JPY,OK,1220,2019-01-07,2023-12-29,
JP3890310000,49987470,8725,JPY,OK,1219,2019-01-07,2023-12-29,
JP3890350006,16623030,8316,JPY,OK,1220,2019-01-07,2023-12-29,
JP3891600003,13905773,7003,JPY,OK,1218,2019-01-07,2023-12-29,
JP3892100003,15785250,8309,JPY,OK,1218,2019-01-07,2023-12-29,
JP3893200000,13906000,8801,JPY,OK,1218,2019-01-07,2023-12-29,
JP3893600001,13905878,8031,JPY,OK,1220,2019-01-07,2023-12-29,
JP3894900004,49985887,3099,JPY,FAILED,0,,,Timeout
JP3896000001,14016511,6331,JPY,OK,1218,2019-01-07,2023-12-29,
JP3896800004,14015471,4182,JPY,OK,1219,2019-01-07,2023-12-29,
JP3897700005,35928154,4188,JPY,OK,1220,2019-01-07,2023-12-29,
JP3898400001,13905888,8058,JPY,OK,1220,2019-01-07,2023-12-29,
JP3899600005,13906005,8802,JPY,OK,1219,2019-01-07,2023-12-29,
JP3899800001,13905815,7211,JPY,OK,1220,2019-01-07,2023-12-29,
JP3900000005,13905782,7011,JPY,OK,1220,2019-01-07,2023-12-29,
JP3900800008,14016137,5632,JPY,OK,1218,2019-01-07,2023-12-29,
JP3901200000,13905395,3864,JPY,OK,1218,2019-01-07,2023-12-29,
JP3902000003,13906067,9301,JPY,OK,1218,2019-01-07,2023-12-29,
JP3902400005,13905675,6503,JPY,OK,1219,2019-01-07,2023-12-29,
JP3902900004,12973880,MFZ,EUR,FAILED,0,,,Timeout
JP3903000002,13905588,5711,JPY,OK,1219,2019-01-07,2023-12-29,
JP3905200006,14017825,8022,JPY,OK,1218,2019-01-07,2023-12-29,
JP3905400002,14018771,8622,JPY,OK,1218,2019-01-07,2023-12-29,
JP3906000009,13905663,6479,JPY,OK,1218,2019-01-07,2023-12-29,
JP3910620008,129106595,1417,JPY,FAILED,0,,,Timeout
JP3910660004,14726160,8766,JPY,OK,1219,2019-01-07,2023-12-29,
JP3912700006,46021022,7220,JPY,OK,1218,2019-01-07,2023-12-29,
JP3914400001,14017175,6981,JPY,OK,1220,2019-01-07,2023-12-29,
JP3915350007,131083054,6787,JPY,OK,1218,2019-01-07,2023-12-29,
JP3918000005,59013165,2269,JPY,OK,1219,2019-01-07,2023-12-29,
JP3919800007,13905680,6508,JPY,OK,1218,2019-01-07,2023-12-29,
JP3920860008,14017050,6875,JPY,OK,1218,2019-01-07,2023-12-29,
JP3921260000,173803209,9551,JPY,OK,1218,2019-01-07,2023-12-29,
JP3921270009,195586550,7780,JPY,OK,1218,2019-01-07,2023-12-29,
JP3921290007,317719144,4385,JPY,OK,1218,2019-01-07,2023-12-29,
JP3921310003,391036055,4480,JPY,OK,992,2019-12-12,2023-12-29,
JP3922800002,14015651,4534,JPY,OK,1218,2019-01-07,2023-12-29,
JP3922980002,184376696,3912,JPY,OK,1218,2019-01-07,2023-12-29,
JP3924800000,14016381,6141,JPY,OK,1218,2019-01-07,2023-12-29,
JP3926800008,14014996,2264,JPY,FAILED,0,,,Timeout
JP3931600005,14015003,2267,JPY,FAILED,0,,,Timeout
JP3932000007,14016743,6506,JPY,OK,1219,2019-01-07,2023-12-29,
JP3933800009,28346248,4689,JPY,OK,1220,2019-01-07,2023-12-29,
JP3935300008,41121699,8418,JPY,OK,1219,2019-01-07,2023-12-29,
JP3937200008,14017015,6845,JPY,OK,1218,2019-01-07,2023-12-29,
JP3939000000,14019390,9831,JPY,OK,1220,2019-01-07,2023-12-29,
JP3942400007,13905465,4503,JPY,OK,1218,2019-01-07,2023-12-29,
JP3942600002,13905863,7951,JPY,OK,1218,2019-01-07,2023-12-29,
JP3942800008,14017331,7272,JPY,OK,1219,2019-01-07,2023-12-29,
JP3943800007,47211384,9994,JPY,OK,1218,2019-01-07,2023-12-29,
JP3944130008,14015820,4732,JPY,OK,1218,2019-01-07,2023-12-29,
JP3944330004,221908990,6615,JPY,OK,1219,2019-01-07,2023-12-29,
JP3944370000,118995926,2931,JPY,FAILED,0,,,Timeout
JP3946750001,206408214,7182,JPY,OK,1220,2019-01-07,2023-12-29,
JP3947800003,72432032,2270,JPY,FAILED,0,,,Timeout
JP3951200009,13905359,3103,JPY,OK,1219,2019-01-07,2023-12-29,
JP3951600000,14018004,8113,JPY,OK,1219,2019-01-07,2023-12-29,
JP3952870008,131083998,2484,JPY,OK,1219,2019-01-07,2023-12-29,
JP3955000009,13905738,6841,JPY,OK,1218,2019-01-07,2023-12-29,
JP3955800002,13905516,5101,JPY,OK,1218,2019-01-07,2023-12-29,
JP3965400009,14015851,4912,JPY,OK,1219,2019-01-07,2023-12-29,
JP3966660007,104136267,7157,JPY,OK,1218,2019-01-07,2023-12-29,
JP3967050000,38698463,3031,JPY,FAILED,0,,,Timeout
JP3967200001,37585692,4755,JPY,OK,1220,2019-01-07,2023-12-29,
JP3970300004,166623148,6098,JPY,OK,1219,2019-01-07,2023-12-29,
JP3973400009,13905845,7752,JPY,OK,1218,2019-01-07,2023-12-29,
JP3974450003,14015776,4681,JPY,OK,1218,2019-01-07,2023-12-29,
JP3975800008,14016199,5851,JPY,OK,1218,2019-01-07,2023-12-29,
JP3976300008,14017400,7453,JPY,OK,1220,2019-01-07,2023-12-29,
JP3977200009,14017698,7966,JPY,OK,1218,2019-01-07,2023-12-29,
JP3981000007,14017840,8029,JPY,OK,1218,2019-01-07,2023-12-29,
JP3982800009,14019584,6963,JPY,OK,1218,2019-01-07,2023-12-29,
JP3992400006,14015287,3591,JPY,OK,1218,2019-01-07,2023-12-29,
JP3993400005,37471027,6727,JPY,OK,1218,2019-01-07,2023-12-29,
KR7005490008,17382512,005490,KRW,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: 005490.KS@SMART Trades
KR7316140003,353571173,316140,KRW,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: 316140.KS@SMART Trades
KR7365270008,852106720,365270,KRW,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: 365270.KQ@SMART Trades
KYG0096M1096,603529510,7W3,EUR,OK,265,2022-12-16,2023-12-29,
KYG011251066,374970583,AFYA,USD,OK,1121,2019-07-19,2023-12-29,
KYG011981035,603515075,A8P,EUR,OK,265,2022-12-16,2023-12-29,
KYG0146B1032,603482822,4RY,EUR,OK,265,2022-12-16,2023-12-29,
KYG017191142,435903360,2RR,EUR,OK,127,2023-07-04,2023-12-29,
KYG0330A1013,603526024,3NK,EUR,OK,265,2022-12-16,2023-12-29,
KYG037AX1015,115324103,AMBA,USD,OK,1258,2019-01-02,2023-12-29,
KYG040111059,96136825,AS7,EUR,OK,130,2023-06-29,2023-12-29,
KYG0535Q1331,603513080,AY7A,EUR,OK,265,2022-12-16,2023-12-29,
KYG0539C1069,474196548,4OJ,EUR,FAILED,0,,,Timeout
KYG0567M1096,603513439,I1D,EUR,OK,265,2022-12-16,2023-12-29,
KYG063181021,451697868,6AH,EUR,OK,814,2020-10-23,2023-12-29,
KYG066341028,603526483,8AHA,EUR,OK,265,2022-12-16,2023-12-29,
KYG070341048,516595856,B1CB,EUR,OK,127,2023-07-04,2023-12-29,
KYG0705A1085,603526761,6B5,EUR,OK,265,2022-12-16,2023-12-29,
KYG0891M1069,603518829,2BZ,EUR,OK,265,2022-12-16,2023-12-29,
KYG106891008,603529711,NWQ,EUR,OK,265,2022-12-16,2023-12-29,
KYG1098A1013,493541454,71BB,EUR,OK,668,2021-05-26,2023-12-29,
KYG1106B1095,603523666,9D2,EUR,OK,265,2022-12-16,2023-12-29,
KYG1117K1141,355726732,BIOX,USD,OK,1222,2019-01-08,2023-12-29,
KYG126521064,396141402,3BD,EUR,OK,1026,2019-12-19,2023-12-29,
KYG127751058,603531712,1BY,EUR,OK,265,2022-12-16,2023-12-29,
KYG1611B1077,396447776,BROGF,USD,OK,1257,2019-01-02,2023-12-29,
KYG1645A1094,603513972,7SS,EUR,OK,265,2022-12-16,2023-12-29,
KYG1674K1013,603529284,4BB,EUR,OK,265,2022-12-16,2023-12-29,
KYG1820C1107,901009360,9C00,EUR,OK,680,2021-05-10,2023-12-29,
KYG2029E1052,579523775,VBO,EUR,OK,353,2022-08-16,2023-12-29,
KYG204791043,603512286,EWC,EUR,OK,265,2022-12-16,2023-12-29,
KYG2072S1003,603531118,1RQ,EUR,OK,265,2022-12-16,2023-12-29,
KYG207681001,603525582,AJ5,EUR,OK,265,2022-12-16,2023-12-29,
KYG210891001,199972626,RAE,EUR,FAILED,0,,,Timeout
KYG2108Y1052,368285529,CHZ,EUR,FAILED,0,,,Timeout
KYG210961051,100759841,EZQ,EUR,OK,1272,2019-01-02,2023-12-29,
KYG211081248,491892223,2M7C,EUR,FAILED,0,,,Timeout
KYG2110P1000,506927746,C1S,EUR,FAILED,0,,,Timeout
KYG2112D1051,101382495,BGR,EUR,OK,1272,2019-01-02,2023-12-29,
KYG2112Y1098,603509790,4C1,EUR,OK,265,2022-12-16,2023-12-29,
KYG211321081,603514379,CV8S,EUR,OK,265,2022-12-16,2023-12-29,
KYG2113L1068,459451283,C44,EUR,FAILED,0,,,Timeout
KYG211461085,603522026,1CT,EUR,OK,265,2022-12-16,2023-12-29,
KYG2118N1079,302061131,HA5,EUR,FAILED,0,,,Timeout
KYG211921021,603510439,55M,EUR,OK,265,2022-12-16,2023-12-29,
KYG2120K1094,443907884,2YU,EUR,FAILED,0,,,Timeout
KYG2120T1004,603526386,ZX3,EUR,OK,265,2022-12-16,2023-12-29,
KYG2125H1011,813725057,CAAS,USD,OK,1258,2019-01-02,2023-12-29,
KYG2133W1087,603524066,1PH,EUR,OK,265,2022-12-16,2023-12-29,
KYG2140A1076,451697729,6CI,EUR,FAILED,0,,,Timeout
KYG215791008,603528362,07M,EUR,OK,265,2022-12-16,2023-12-29,
KYG2162W1024,603482161,1CY,EUR,OK,265,2022-12-16,2023-12-29,
KYG2163K1076,603508876,8CN,EUR,OK,265,2022-12-16,2023-12-29,
KYG217651051,187648797,2CK,EUR,OK,1276,2019-01-02,2023-12-29,
KYG2177B1014,290392670,1CK,EUR,FAILED,0,,,Timeout
KYG2198S1093,496596878,E8F,EUR,OK,655,2021-06-14,2023-12-29,
