ISIN,conId,Symbol,Currency,Status,Rows,FirstDate,LastDate,Error
SE0006625471,183823372,DUST,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0006758587,408903980,TRANS,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0006887063,188508376,HOFI,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0006993770,190209680,AXFO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0006994943,504699779,INSP,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007074166,499874693,NANEXA,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007074281,193460282,HPOL.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007075056,196406077,EOLU.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007100359,197172669,PNDX.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007100581,195567792,ALZC,EUR,OK,1272,2019-01-02,2023-12-29,
SE0007100599,193902335,SVHH,EUR,OK,1272,2019-01-02,2023-12-29,
SE0007100607,193903636,SHB.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007158118,376230075,SPEC,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007158829,197056141,COOR,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007158910,197123382,ALIG,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007277876,408903870,WISE,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007280326,210530418,KLAR,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007387246,791093373,LITI,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: LITI@SMART Trades
SE0007413455,408903992,ALZ,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007491303,209680505,BRAV,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007577895,408904000,VICO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007614722,209043350,ARCA,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007640156,214181436,SHOT,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007666110,214058756,ATT,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007691613,213684205,DOM,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007692850,214245987,CAMX,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007756903,226650010,XINT,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007871363,215445096,VIT.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0007897079,236785969,ACAD,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008014476,603526367,3CA,EUR,OK,265,2022-12-16,2023-12-29,
SE0008040653,226650015,HUM,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008091581,235617988,BONAV.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008091664,230913045,SIMRIS.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008216303,235144757,CLEMO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008241491,586067742,SYNACT,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008294953,235423771,PDX,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008321921,233145504,BGA1,EUR,OK,1272,2019-01-02,2023-12-29,
SE0008347660,236588941,B3,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008348304,236847682,GOMX,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008374383,242394525,KEOC,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0008613731,271224147,BIOVIC.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009143662,380252551,VOLO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009155518,255839421,GAPW.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009160872,249017074,MCAP,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009216278,270708302,MIPS,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009242175,260091836,STW,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009242324,257770684,BYGGP,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009242654,257858734,NEEMSB,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009268279,257940476,SEYE,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009268717,259013294,ACARIX,SEK,FAILED,0,,,Timeout
SE0009269467,272334054,ATIC,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009414576,267299256,ONCO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009554454,263751353,SBB.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009663826,271583033,AMBEA,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009664188,274137907,XMR,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009697220,276134220,ENEA,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009723125,450732763,NXTCL,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009778848,277212082,MCOV.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009806284,278934806,PAX,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009806607,276452939,MTRS,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009807266,276046481,INTEG.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009858152,280259094,BONEX,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009888738,277861213,BOOZT,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009920994,282449276,REALFI,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009921588,277708901,BILI.A,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009922156,278823951,ESSITY.A,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009922164,278078803,ESWB,EUR,OK,1272,2019-01-02,2023-12-29,
SE0009973563,290644896,XSPRAY,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0009997018,277715825,4H3A,EUR,OK,1272,2019-01-02,2023-12-29,
SE0010048884,279255282,FAG,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010100958,279255270,LATO.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010133785,343581845,ALZCUR,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010323311,292177300,BIOA.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010323998,291702504,BALCO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010415281,290470841,ANOT,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010442418,521503168,3B7,EUR,OK,564,2021-10-19,2023-12-29,
SE0010468116,298710333,ARJO.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010468124,297605219,2CUREX,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010546242,299075072,ACCON,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010546911,603528348,719,EUR,OK,265,2022-12-16,2023-12-29,
SE0010547786,496618573,BESQAB,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010662585,522799877,QBT,EUR,FAILED,0,,,Timeout
SE0010832204,310034931,CIBUS,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010832287,529677420,KLARA.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010948588,312182049,BHG,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010948711,317955712,OVZON,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0010985028,311892224,GREEN,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011090000,313762602,HOLM.A,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011090018,313762597,HOLM.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011090547,318179616,BEIA.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011166974,314559242,FABG,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011167170,501116201,FREEM,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011205202,317033684,VTFN,EUR,OK,1272,2019-01-02,2023-12-29,
SE0011281757,322587578,MIDS,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011311554,396019530,DIVIO.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011337708,320989056,AAK,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011528017,328452994,NIO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011644376,332782225,BIM,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011725084,343581850,S2M,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0011870195,344672228,LIME,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012065589,552702202,CX,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012116390,357891665,VPLAY.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012323715,360471057,KAR,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012454072,358788167,AZA,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012481570,467733193,EBM,EUR,OK,352,2021-01-26,2022-06-14,
SE0012570448,367937924,OSSD,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012673267,366244347,EVO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012675361,367706982,IRLAB.A,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012729366,370753730,TROAX,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012853455,384792914,EQT,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0012904803,801318382,KEBNIB,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: KEBNI B@SMART Trades
SE0013382066,395272268,QAIR,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0013512464,478483406,IDUN.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0013647385,398571167,BICO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0013719077,447746469,QLIRO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0013747870,411535572,EPRO.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0013888831,478483379,EMBELL,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014035762,445404546,EXS,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014401329,603531241,8FK,EUR,OK,265,2022-12-16,2023-12-29,
SE0014401378,422875652,ALIF.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014428512,423040768,SUS,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014428835,430251998,VNV,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014504817,427522166,LOOMIS,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014583332,451111451,BOMILL,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014608915,455946263,FNOVA.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014781795,442691737,ADDT.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014808838,603519210,NPH,EUR,OK,265,2022-12-16,2023-12-29,
SE0014829271,448059888,LCLEAN,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014855029,446606773,IMPASDB,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0014960373,453904020,7W71,EUR,OK,10,2020-11-10,2020-11-23,
SE0014990966,448776967,LAGR.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015191911,453281806,CDON,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015192067,457232004,SAVE,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015244520,459309392,BIX0,EUR,OK,777,2020-12-15,2023-12-29,
SE0015245535,461916943,NELLY,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015346135,461446704,SF,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015382080,495882449,ELIC,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015504097,469300062,ONCOZ,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015504477,470633078,FRACTL,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015657788,478483408,YUBICO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015657853,473469973,DSNO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015658109,490627944,EPI.A,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015658117,490798784,EPI.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015659834,477139497,RUG,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015671995,483984824,HEM,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015810817,492752239,ARPL,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015811377,521962156,7Q4,EUR,OK,381,2022-07-07,2023-12-29,
SE0015811955,489524871,INVE.A,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015811963,489524872,INVE.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015812128,520168694,NORB.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015812417,492067723,GARO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015949037,483263475,HEIMPREF,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015949201,484706804,LIFCO.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015949433,493546198,LINC,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015949748,483631870,BEIJ.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015949946,492072987,CEDER,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015950399,489110486,TAGM.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015960935,496841818,ACAST,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015961222,490419951,PACT,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015961404,495752328,SLEEP,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015961909,490414358,HEXA.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015961982,497022328,VIMIAN,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015962097,490593198,ITAB,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015962147,499890616,PRFO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015962477,490414323,NOLA.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015962485,496600217,RVRC,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015988019,492072240,NIBEB,CHF,OK,661,2021-05-26,2023-12-29,
SE0015988167,491888103,SECARE,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015988274,502025729,PILA,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0015988373,491895720,SEDANA,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016074249,494695334,MILDEF,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016075246,498616824,WTW.A,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016101679,495246894,KFAST.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016101844,496837133,SINCH,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016128151,500249847,VEFAB,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016276539,512970587,SODER,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016276851,513816750,AGROUP,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016278154,522720940,HILB.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016588867,531395142,DVYSR,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016589188,517139135,ELXC,EUR,OK,575,2021-10-04,2023-12-29,
SE0016609499,512126902,52SA,EUR,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: 52SA@SMART Trades
SE0016609846,521478831,FLAT.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016785786,566359634,EMIL.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016786040,532621041,W5,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016787071,519080266,TRUE.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016787279,523006704,XPC,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016797732,518529268,STOR.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016798417,521245669,NETEL,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016798763,516343076,CTEK,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016799068,549147313,BEAMMW.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016829469,519846847,HAYPP,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016829501,527749234,OPTER,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016829709,523185657,SYNSAM,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0016833149,530613324,ADTR,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017082514,532463133,CASE,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017083272,529870192,NIVI.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017083835,531187445,CHARGE,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017084361,531981131,VIVA,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017105620,530880808,DYVOX,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017131824,530880807,CARE,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017134125,534882612,CYNCA,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017160773,534403632,NCAB,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017161458,537429568,SVOL.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017232838,543801184,PURE,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017483506,539888328,INSTAL,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017486889,560782598,ATCO.A,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017486897,560972397,ATCO.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017487242,558664411,PRO,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017562523,552695980,MMGR.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017564461,554980700,ONEF,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017564800,561593122,JOBS,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017565476,552563927,SLP.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017615644,581953369,M46,EUR,OK,264,2022-12-19,2023-12-29,
SE0017615784,562271104,SKOLON,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017766843,559712880,OEM.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017767031,560342666,VH,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017769847,567343887,ENGCON.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017769995,560538749,BGLA,EUR,OK,417,2022-05-18,2023-12-29,
SE0017780133,561196675,WALL.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
SE0017832488,562603880,BALD.B,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
