ISIN,Stage,Error
IT0005003782,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005023038,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005037210,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005043507,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005054967,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005075764,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005090300,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005091324,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005108219,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005117848,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005119810,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005138703,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005144784,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005186371,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005211237,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005239360,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005241192,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005244618,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005245508,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005246191,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005252736,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005253205,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005262149,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005274094,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005275778,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005278236,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005282865,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005283640,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005285942,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005331019,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005337818,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005338139,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005339160,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005340051,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005345233,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005364333,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005366767,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005373789,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005385213,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005411209,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005412298,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005412504,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005424830,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005425050,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005425365,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005426215,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005427510,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005428898,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005428971,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
IT0005430936,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005430951,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005432668,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
IT0005433765,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005438046,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005439085,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005439861,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005440893,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005442154,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005445280,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005449464,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005452658,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005453003,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005453235,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005453748,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005455875,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005465528,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005465619,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005466963,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005468191,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005468357,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005472730,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005474108,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005482333,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005495871,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005496101,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005496473,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005497042,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005497885,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005500688,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005503989,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005504128,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005508574,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005508921,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005513202,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005518953,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005519837,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005521247,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005521551,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005521858,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
IT0005526295,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005532483,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005543480,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005543613,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005546103,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005546319,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0005562514,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
