date,nav,cash,cash_frac,n_stocks,trades,eligible_count
2019-01-30,0.9999999999999999,0.9999999999999999,1.0,0,0,748
2019-01-31,0.9990000000000002,0.0,0.0,100,100,724
2019-02-01,1.0013024060105353,0.0,0.0,100,102,986
2019-02-04,1.0009604513862649,0.0,0.0,100,102,1153
2019-02-05,1.0078512196054872,0.0,0.0,100,102,1204
2019-02-06,1.0117864110118808,0.0,0.0,100,102,1168
2019-02-07,1.0004032463983576,0.0,0.0,100,102,931
2019-02-08,0.9928019050450351,0.0,0.0,100,102,604
2019-02-11,0.9990665005753803,0.0,0.0,100,102,647
2019-02-12,1.0059597948868306,0.0,0.0,100,102,905
2019-02-13,1.0084944954483888,0.0,0.0,100,102,991
2019-02-14,1.0082986419442186,0.0,0.0,100,102,929
2019-02-15,1.0148391741113887,0.0,0.0,100,104,893
2019-02-18,1.0175356049442217,0.0,0.0,100,104,1064
2019-02-19,1.01955257012482,0.0,0.0,100,106,1021
2019-02-20,1.0294410437508956,0.0,0.0,100,106,1057
2019-02-21,1.0262574215380156,0.0,0.0,100,108,951
2019-02-22,1.0365851356642568,0.0,0.0,100,110,986
2019-02-25,1.0424033216439894,0.0,0.0,100,110,944
2019-02-26,1.0470309709061791,0.0,0.0,100,114,776
2019-02-27,1.039183648103968,0.0,0.0,100,118,750
2019-02-28,1.0363329857202748,0.0,0.0,100,118,939
2019-03-01,1.04539987859631,0.0,0.0,100,120,1175
2019-03-04,1.0488898638798256,0.0,0.0,100,122,1143
2019-03-05,1.0493679009436363,0.0,0.0,100,124,939
2019-03-06,1.0409144427096448,0.0,0.0,100,124,800
2019-03-07,1.0284197654560336,0.0,0.0,100,124,697
2019-03-08,1.020475215818891,0.0,0.0,100,126,508
2019-03-11,1.0317961349717382,0.0,0.0,100,126,514
2019-03-12,1.0335397208780739,0.0,0.0,100,128,560
2019-03-13,1.0367539393675944,0.0,0.0,100,136,553
2019-03-14,1.0374454234991108,0.0,0.0,100,142,570
2019-03-15,1.0460485946321976,0.0,0.0,100,146,628
2019-03-18,1.0508745759612077,0.0,0.0,100,146,660
2019-03-19,1.053950465074222,0.0,0.0,100,148,675
2019-03-20,1.04709608079059,0.0,0.0,100,150,647
2019-03-21,1.055286419206406,0.0,0.0,100,150,728
2019-03-22,1.0375419961225036,0.0,0.0,100,150,495
2019-03-25,1.0290512025698997,0.0,0.0,100,152,383
2019-03-26,1.0375978876391372,0.0,0.0,100,160,495
2019-03-27,1.0328723353229299,0.0,0.0,100,164,468
2019-03-28,1.0321582554531015,0.0,0.0,100,168,529
2019-03-29,1.0415646400322625,0.0,0.0,100,170,755
2019-04-01,1.0570945696589327,0.0,0.0,100,170,823
2019-04-02,1.0612856802262485,0.0,0.0,100,174,776
2019-04-03,1.0729543353123472,0.0,0.0,100,178,929
2019-04-04,1.0686642133496815,0.0,0.0,100,180,909
2019-04-05,1.0767828057327717,0.0,0.0,100,180,836
2019-04-08,1.0854371446647844,0.0,0.0,100,184,741
2019-04-09,1.0774461727752365,0.0,0.0,100,186,636
2019-04-10,1.0799394733723588,0.0,0.0,100,188,724
2019-04-11,1.0800089182000214,0.0,0.0,100,190,682
2019-04-12,1.0853851281354956,0.0,0.0,100,196,979
2019-04-15,1.0858515636266626,0.0,0.0,100,200,1172
2019-04-16,1.0892584247127908,0.0,0.0,100,202,1051
2019-04-17,1.0829306464105513,0.0,0.0,100,208,1077
2019-04-18,1.0755483672302375,0.0,0.0,100,208,1076
2019-04-19,1.0760146101352117,0.0,0.0,100,214,972
2019-04-22,1.0810912616343007,0.0,0.0,100,214,792
2019-04-23,1.089998255345319,0.0,0.0,100,214,818
2019-04-24,1.088090478350002,0.0,0.0,100,218,682
2019-04-25,1.0826743264765515,0.0,0.0,100,220,660
2019-04-26,1.0807973144363423,0.0,0.0,100,220,628
2019-04-29,1.0833835406432117,0.0,0.0,100,224,665
2019-04-30,1.0854578278946037,0.0,0.0,100,228,732
2019-05-01,1.078913357115327,0.0,0.0,100,234,681
2019-05-02,1.0792884183783726,0.0,0.0,100,242,478
2019-05-03,1.0873775773048109,0.0,0.0,100,260,444
2019-05-06,1.0734757217217565,0.0,0.0,100,262,343
2019-05-07,1.0679363618182325,0.0,0.0,100,262,259
2019-05-08,1.0717071103796136,0.0,0.0,100,268,295
2019-05-09,1.0631485371596554,0.0,0.0,100,272,247
2019-05-10,1.0651362243977314,0.0,0.0,100,274,290
2019-05-13,1.045294256507456,0.0,0.0,100,274,236
2019-05-14,1.0611230199508332,0.0,0.0,100,284,237
2019-05-15,1.0664481501597776,0.0,0.0,100,292,237
2019-05-16,1.0764234813318323,0.0,0.0,100,292,321
2019-05-17,1.0744556493027242,0.0,0.0,100,292,293
2019-05-20,1.0618257125079,0.0,0.0,100,296,277
2019-05-21,1.0728629027042262,0.0,0.0,100,308,288
2019-05-22,1.0724593214576486,0.0,0.0,100,308,314
2019-05-23,1.0562243788467403,0.0,0.0,100,310,286
2019-05-24,1.06260066332064,0.0,0.0,100,318,282
2019-05-27,1.0683048293844102,0.0,0.0,100,320,313
2019-05-28,1.0691276969850416,0.0,0.0,100,324,337
2019-05-29,1.0537998556270818,0.0,0.0,100,326,254
2019-05-30,1.0570124408373194,0.0,0.0,100,330,326
2019-05-31,1.0470854419960922,0.0,0.0,100,332,275
2019-06-03,1.036417144426276,0.0,0.0,100,336,410
2019-06-04,1.0370089885552556,0.0,0.0,100,342,388
2019-06-05,1.0504932613236029,0.0,0.0,100,352,435
2019-06-06,1.0474433471808176,0.0,0.0,100,356,377
2019-06-07,1.0567879053889282,0.0,0.0,100,360,415
2019-06-10,1.0624935370748854,0.0,0.0,100,362,523
2019-06-11,1.0672991498526063,0.0,0.0,100,366,559
2019-06-12,1.0660511318279815,0.0,0.0,100,368,540
2019-06-13,1.064114115685785,0.0,0.0,100,368,641
2019-06-14,1.0623419984189264,0.0,0.0,100,368,594
2019-06-17,1.058313510235816,0.0,0.0,100,372,576
2019-06-18,1.0676473801255313,0.0,0.0,100,372,719
2019-06-19,1.0666744282203753,0.0,0.0,100,376,954
2019-06-20,1.073655176846255,0.0,0.0,100,380,1013
2019-06-21,1.0703437720068896,0.0,0.0,100,380,1099
2019-06-24,1.0686184867392472,0.0,0.0,100,382,1138
2019-06-25,1.0566674155953988,0.0,0.0,100,384,911
2019-06-26,1.0505074786616126,0.0,0.0,100,384,728
2019-06-27,1.0596760313320774,0.0,0.0,100,390,860
2019-06-28,1.0705099241221794,0.0,0.0,100,390,758
2019-07-01,1.069418798199982,0.0,0.0,100,392,853
2019-07-02,1.0743981148385753,0.0,0.0,100,396,827
2019-07-03,1.0809042538593385,0.0,0.0,100,396,939
2019-07-04,1.0820060296833838,0.0,0.0,100,398,1034
2019-07-05,1.0813764593738324,0.0,0.0,100,398,1012
2019-07-08,1.0741377720480474,0.0,0.0,100,398,940
2019-07-09,1.0753465508260525,0.0,0.0,100,400,741
2019-07-10,1.081254176494855,0.0,0.0,100,400,639
2019-07-11,1.0882107466067696,0.0,0.0,100,400,626
2019-07-12,1.0903875406656303,0.0,0.0,100,402,701
2019-07-15,1.0904715009431052,0.0,0.0,100,404,767
2019-07-16,1.0906061299459526,0.0,0.0,100,406,836
2019-07-17,1.086763739236721,0.0,0.0,100,412,811
2019-07-18,1.0881774653240515,0.0,0.0,100,416,633
2019-07-19,1.089250359893891,0.0,0.0,100,418,576
2019-07-22,1.0974698316045979,0.0,0.0,100,422,482
2019-07-23,1.102774858242832,0.0,0.0,100,422,505
2019-07-24,1.1132359632970696,0.0,0.0,100,422,488
2019-07-25,1.1115257776018397,0.0,0.0,100,424,446
