ISIN,conId,Symbol,Currency,date,open,high,low,close,volume,barCount,average
GB00BK63S759,381400231,BRCK,GBP,2019-08-30,68.25,68.25,68.25,68.25,0,0,68.25
GB00BK63S759,381400231,BRCK,GBP,2019-09-02,68.0,68.0,68.0,68.0,0,0,68.0
GB00BK63S759,381400231,BRCK,GBP,2019-09-03,68.0,68.0,68.0,68.0,0,0,68.0
GB00BK63S759,381400231,BRCK,GBP,2019-09-04,68.0,68.0,68.0,68.0,0,0,68.0
GB00BK63S759,381400231,BRCK,GBP,2019-09-05,67.5,67.5,67.5,67.5,0,0,67.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-06,67.5,67.5,67.5,67.5,0,0,67.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-09,67.5,67.5,67.5,67.5,0,0,67.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-10,67.5,67.5,67.5,67.5,0,0,67.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-11,67.5,67.5,67.5,67.5,0,0,67.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-12,66.5,66.5,66.5,66.5,0,0,66.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-13,66.5,66.5,66.5,66.5,0,0,66.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-16,66.5,66.5,66.5,66.5,0,0,66.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-17,66.5,66.5,66.5,66.5,0,0,66.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-18,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-19,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-20,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-23,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-24,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-25,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-26,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-27,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-09-30,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-01,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-02,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-03,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-04,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-07,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-08,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-09,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-10,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-11,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-14,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-15,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-16,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-17,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-18,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-21,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-22,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-23,63.5,63.5,63.5,63.5,0,0,63.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-24,63.75,63.75,63.75,63.75,0,0,63.75
GB00BK63S759,381400231,BRCK,GBP,2019-10-25,65.5,65.5,65.5,65.5,0,0,65.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-28,65.0,65.0,65.0,65.0,0,0,65.0
GB00BK63S759,381400231,BRCK,GBP,2019-10-29,64.5,64.5,64.5,64.5,0,0,64.5
GB00BK63S759,381400231,BRCK,GBP,2019-10-30,64.0,64.0,64.0,64.0,0,0,64.0
GB00BK63S759,381400231,BRCK,GBP,2019-10-31,64.0,64.0,64.0,64.0,0,0,64.0
GB00BK63S759,381400231,BRCK,GBP,2019-11-01,63.5,63.5,63.5,63.5,0,0,63.5
