date,nav,cash,cash_frac,n_stocks,trades,eligible_count
2019-01-30,0.9999999999999999,0.9999999999999999,1.0,0,0,1159
2019-01-31,0.9999999999999999,0.0,0.0,100,100,1193
2019-02-01,1.0041344320359311,0.0,0.0,100,100,1105
2019-02-04,1.0063927132539605,0.0,0.0,100,100,1416
2019-02-05,1.0143240238752422,0.0,0.0,100,100,1442
2019-02-06,1.0148331306635399,0.0,0.0,100,102,1343
2019-02-07,0.9987910985990703,0.0,0.0,100,102,1166
2019-02-08,0.9938965540852945,0.0,0.0,100,102,1030
2019-02-11,1.0008133602330571,0.0,0.0,100,104,1128
2019-02-12,1.0115841147487235,0.0,0.0,100,104,1221
2019-02-13,1.0140609273062264,0.0,0.0,100,106,1257
2019-02-14,1.0125903454678133,0.0,0.0,100,106,1219
2019-02-15,1.0196896955991543,0.0,0.0,100,110,1104
2019-02-18,1.0247929501094837,0.0,0.0,100,112,1160
2019-02-19,1.0296620991389758,0.0,0.0,100,112,1282
2019-02-20,1.031505762982756,0.0,0.0,100,112,1325
2019-02-21,1.028617815398348,0.0,0.0,100,116,1271
2019-02-22,1.0399147658461945,0.0,0.0,100,118,1170
2019-02-25,1.043760884553647,0.0,0.0,100,122,1299
2019-02-26,1.0495075707568429,0.0,0.0,100,128,1251
2019-02-27,1.0446666068325134,0.0,0.0,100,132,1233
2019-02-28,1.043625371509867,0.0,0.0,100,132,1141
2019-03-01,1.05147696386841,0.0,0.0,100,134,1224
2019-03-04,1.0549255885093292,0.0,0.0,100,136,1165
2019-03-05,1.0545354834714076,0.0,0.0,100,142,1040
2019-03-06,1.0447102766977763,0.0,0.0,100,146,984
2019-03-07,1.0307504179863893,0.0,0.0,100,146,1043
2019-03-08,1.023499768473565,0.0,0.0,100,148,1038
2019-03-11,1.0346475074408576,0.0,0.0,100,152,1074
2019-03-12,1.0390981151633798,0.0,0.0,100,158,987
2019-03-13,1.040816192713568,0.0,0.0,100,162,924
2019-03-14,1.0409383899869387,0.0,0.0,100,166,951
2019-03-15,1.0476048773907087,0.0,0.0,100,170,944
2019-03-18,1.0542117233920216,0.0,0.0,100,174,948
2019-03-19,1.055262770184918,0.0,0.0,100,176,984
2019-03-20,1.0506591374781489,0.0,0.0,100,176,873
2019-03-21,1.0614950244679393,0.0,0.0,100,180,948
2019-03-22,1.0358741197078976,0.0,0.0,100,182,736
2019-03-25,1.0274591016468022,0.0,0.0,100,188,605
2019-03-26,1.0348393735276864,0.0,0.0,100,194,733
2019-03-27,1.0301459120456127,0.0,0.0,100,194,706
2019-03-28,1.0333966419295026,0.0,0.0,100,198,707
2019-03-29,1.0451747865548071,0.0,0.0,100,204,689
2019-04-01,1.0630762623547998,0.0,0.0,100,206,820
2019-04-02,1.0656696386892486,0.0,0.0,100,212,860
2019-04-03,1.0786234178960497,0.0,0.0,100,218,1026
2019-04-04,1.066526441597731,0.0,0.0,100,220,1113
2019-04-05,1.0727245428511212,0.0,0.0,100,222,1315
2019-04-08,1.0805017511512809,0.0,0.0,100,224,1203
2019-04-09,1.0712766776083071,0.0,0.0,100,228,1071
2019-04-10,1.078324717048397,0.0,0.0,100,228,1072
2019-04-11,1.0784596959355646,0.0,0.0,100,230,1084
2019-04-12,1.0868352094370968,0.0,0.0,100,230,1050
2019-04-15,1.0887143342198078,0.0,0.0,100,236,1031
2019-04-16,1.0899455340383173,0.0,0.0,100,238,1041
2019-04-17,1.084097847548882,0.0,0.0,100,240,1103
2019-04-18,1.0785347220254866,0.0,0.0,100,240,1032
2019-04-19,1.078820504076572,0.0,0.0,100,254,1121
2019-04-22,1.0846118799376447,0.0,0.0,100,256,1222
2019-04-23,1.0936602297849514,0.0,0.0,100,258,1158
2019-04-24,1.0891891101480065,0.0,0.0,100,260,1155
2019-04-25,1.0815597564256858,0.0,0.0,100,260,1189
2019-04-26,1.0792456350379682,0.0,0.0,100,262,1112
2019-04-29,1.0833808486783896,0.0,0.0,100,264,992
2019-04-30,1.0846151536559812,0.0,0.0,100,264,966
