date,key,type,prev_close,close,return,reversal,ISIN,Symbol,conId
2023-10-02,14062016,EXTREME_MOVE,0.09,0.009,-0.9,True,AU000000ADX9,ADX,14062016
2023-10-03,14062016,EXTREME_MOVE,0.009,0.08,7.888888888888889,False,AU000000ADX9,ADX,14062016
2020-06-29,52187946,EXTREME_MOVE,9.0,0.43,-0.9522222222222222,True,AU000000AVH4,AVH,52187946
2020-06-30,52187946,EXTREME_MOVE,0.43,9.0,19.930232558139537,False,AU000000AVH4,AVH,52187946
2020-11-05,12888918,EXTREME_MOVE,5.1001,0.17,-0.9666673202486226,True,AU000000CAA9,CAA,12888918
2020-11-09,12888918,EXTREME_MOVE,0.17,5.6,31.941176470588232,False,AU000000CAA9,CAA,12888918
2020-04-22,44202596,EXTREME_MOVE,0.002,0.055,26.5,False,AU000000JPR6,JPR,44202596
2019-06-13,105925299,EXTREME_MOVE,0.135,0.0135,-0.9,True,AU000000PSC9,PSC,105925299
2019-06-17,105925299,EXTREME_MOVE,0.0135,0.117,7.666666666666668,False,AU000000PSC9,PSC,105925299
2022-07-27,105925299,EXTREME_MOVE,1.01,0.083,-0.9178217821782179,False,AU000000PSC9,PSC,105925299
2022-12-16,14065467,EXTREME_MOVE,0.04,0.004,-0.9,True,AU000000SBR7,SBR,14065467
2022-12-19,14065467,EXTREME_MOVE,0.004,0.038,8.5,False,AU000000SBR7,SBR,14065467
2022-02-09,44205642,EXTREME_MOVE,4.548,0.6538,-0.8562445030782762,False,AU000000WEC5,WEC,44205642
2022-04-14,251259546,EXTREME_MOVE,3.1502,0.018,-0.9942860770744715,True,AU000000ZLD1,ZLD,251259546
2022-04-19,251259546,EXTREME_MOVE,0.018,3.15,174.0,False,AU000000ZLD1,ZLD,251259546
2019-06-06,377777510,EXTREME_MOVE,2.4,0.12,-0.95,False,AU0000054587,MAN,377777510
2019-08-06,393891856,EXTREME_MOVE,0.025,0.001,-0.96,True,AU0000068579,REE,393891856
2019-08-08,393891856,EXTREME_MOVE,0.001,0.02,19.0,False,AU0000068579,REE,393891856
2021-03-23,480881771,EXTREME_MOVE,0.05,0.001,-0.98,False,AU0000142945,TMS,480881771
2021-07-19,505388498,EXTREME_MOVE,0.25,0.005,-0.98,True,AU0000166613,GW1,505388498
2021-07-20,505388498,EXTREME_MOVE,0.005,0.245,48.0,False,AU0000166613,GW1,505388498
2020-01-23,586030912,EXTREME_MOVE,0.0025,0.015,5.0,True,AU0000240764,WMR0,586030912
2023-12-27,837667738,EXTREME_MOVE,0.005,0.0005,-0.9,False,AU0000443905,36G0,837667738
2020-08-18,844636894,EXTREME_MOVE,0.012,0.088,6.333333333333333,False,AU0000450611,TXR,844636894
2023-01-12,603505974,EXTREME_MOVE,0.001,0.014,13.0,False,BMG095871098,KO32,603505974
2022-12-27,603529456,EXTREME_MOVE,0.006,0.0005,-0.9166666666666666,False,BMG709641044,PNY,603529456
2023-01-03,603529456,EXTREME_MOVE,0.0005,0.003,5.0,True,BMG709641044,PNY,603529456
2023-01-10,603529456,EXTREME_MOVE,0.0005,0.003,5.0,True,BMG709641044,PNY,603529456
2023-01-20,603529456,EXTREME_MOVE,0.0005,0.004,7.0,False,BMG709641044,PNY,603529456
2023-05-19,603529456,EXTREME_MOVE,0.0005,0.0035,6.0,True,BMG709641044,PNY,603529456
2023-05-22,603529456,EXTREME_MOVE,0.0035,0.0005,-0.8571428571428572,True,BMG709641044,PNY,603529456
2020-02-14,464698296,EXTREME_MOVE,0.208,0.0208,-0.9,False,CA00143Y1034,AIMLF,464698296
2023-06-22,340259013,EXTREME_MOVE,0.2044,0.021,-0.8972602739726028,True,CA0545211090,AVCRF,340259013
2023-06-23,340259013,EXTREME_MOVE,0.021,0.1329,5.328571428571427,False,CA0545211090,AVCRF,340259013
2022-11-24,505182907,EXTREME_MOVE,1.15,0.16,-0.8608695652173913,True,CA0907021012,BMND,505182907
2022-12-23,604736916,EXTREME_MOVE,1.3,0.0026,-0.998,True,CA15138B3065,CTARF,604736916
2022-12-28,604736916,EXTREME_MOVE,0.0026,0.9108,349.3076923076923,False,CA15138B3065,CTARF,604736916
2020-05-18,503146646,EXTREME_MOVE,0.021,0.14,5.666666666666667,False,CA25484L2049,CAXPF,503146646
2021-07-19,503146646,EXTREME_MOVE,0.189,0.0189,-0.9,True,CA25484L2049,CAXPF,503146646
2021-07-21,503146646,EXTREME_MOVE,0.0189,0.1551,7.206349206349206,False,CA25484L2049,CAXPF,503146646
2020-12-29,433429466,EXTREME_MOVE,0.05,0.56,10.200000000000001,False,CA2924541055,EMPR,433429466
2021-12-09,531697946,EXTREME_MOVE,0.126,0.0126,-0.9,True,CA31773B5018,FNNZF,531697946
2021-12-13,531697946,EXTREME_MOVE,0.0126,0.1371,9.880952380952381,False,CA31773B5018,FNNZF,531697946
2022-09-26,899720280,EXTREME_MOVE,0.02,0.2,9.0,False,CA38141A6025,55G,899720280
2021-12-24,513816776,NON_POSITIVE_PRICE,,0.0,,False,CA38867G2053,GEL,513816776
2021-12-27,513816776,NON_POSITIVE_PRICE,,0.0,,False,CA38867G2053,GEL,513816776
2021-12-28,513816776,NON_POSITIVE_PRICE,,0.0,,False,CA38867G2053,GEL,513816776
2021-12-24,513816776,EXTREME_MOVE,0.59,0.0,-1.0,True,CA38867G2053,GEL,513816776
2021-12-29,513816776,EXTREME_MOVE,0.0,0.72,inf,False,CA38867G2053,GEL,513816776
2021-01-05,462584483,EXTREME_MOVE,0.015,0.4156,26.70666666666667,False,CA4236943060,HMTXF,462584483
2021-05-18,490798910,EXTREME_MOVE,0.43,7.17,15.674418604651162,False,CA42981E4013,2LYA,490798910
2023-09-12,568735894,EXTREME_MOVE,0.025,0.0012,-0.952,False,CA42982U2065,HBKRF,568735894
2023-09-19,568735894,EXTREME_MOVE,0.0012,0.0185,14.416666666666668,False,CA42982U2065,HBKRF,568735894
2019-01-22,891519426,EXTREME_MOVE,4.95,0.6,-0.8787878787878788,False,CA47208P2044,JDN,891519426
2020-03-20,156540901,EXTREME_MOVE,0.06,0.4,5.666666666666667,False,CA48113W1023,JOY,156540901
2023-03-09,618187439,EXTREME_MOVE,1.0,0.0225,-0.9775,False,CA53359R2054,LNCLF,618187439
2023-06-23,618187439,EXTREME_MOVE,0.0225,0.23,9.222222222222223,False,CA53359R2054,LNCLF,618187439
2021-02-08,837460214,EXTREME_MOVE,118.512,810.081,5.835434386391252,False,CA67059X3040,NUR,837460214
2020-12-07,464415720,EXTREME_MOVE,0.0425,0.8959,20.08,False,CA74365J1021,MAPPF,464415720
2020-12-14,464415720,EXTREME_MOVE,0.8959,0.0901,-0.8994307400379506,False,CA74365J1021,MAPPF,464415720
2020-12-18,464415720,EXTREME_MOVE,0.0901,0.8959,8.943396226415095,True,CA74365J1021,MAPPF,464415720
2020-12-21,464415720,EXTREME_MOVE,0.8959,0.0935,-0.8956356736242884,False,CA74365J1021,MAPPF,464415720
2021-01-12,464415720,EXTREME_MOVE,0.0952,0.687,6.216386554621849,False,CA74365J1021,MAPPF,464415720
2022-03-23,850319450,EXTREME_MOVE,7.0308,0.264,-0.9624509301928657,True,CA80401L8033,MSLE,850319450
2022-03-24,850319450,EXTREME_MOVE,0.264,7.5792,27.709090909090907,False,CA80401L8033,MSLE,850319450
2022-04-21,850319450,EXTREME_MOVE,9.66,0.3024,-0.9686956521739131,True,CA80401L8033,MSLE,850319450
2022-04-22,850319450,EXTREME_MOVE,0.3024,10.8,34.714285714285715,True,CA80401L8033,MSLE,850319450
2022-04-26,850319450,EXTREME_MOVE,10.8348,0.3036,-0.9719791782035663,True,CA80401L8033,MSLE,850319450
2022-04-28,850319450,EXTREME_MOVE,0.3036,9.6,30.620553359683797,False,CA80401L8033,MSLE,850319450
2022-05-16,850319450,EXTREME_MOVE,10.8,0.3036,-0.9718888888888889,True,CA80401L8033,MSLE,850319450
2022-05-19,850319450,EXTREME_MOVE,0.36,7.8,20.666666666666668,False,CA80401L8033,MSLE,850319450
2022-09-01,850319450,EXTREME_MOVE,4.68,0.3612,-0.9228205128205128,False,CA80401L8033,MSLE,850319450
2022-09-09,850319450,EXTREME_MOVE,0.3612,3.42,8.46843853820598,False,CA80401L8033,MSLE,850319450
2020-05-14,420867810,EXTREME_MOVE,0.017,0.15,7.823529411764705,False,CA83445W1086,SMAGF,420867810
2019-11-18,215125951,EXTREME_MOVE,0.0109,0.0003,-0.9724770642201835,False,CA85525T2020,SHVLF,215125951
2019-11-21,215125951,EXTREME_MOVE,0.0003,0.0447,148.0,False,CA85525T2020,SHVLF,215125951
2019-12-17,215125951,EXTREME_MOVE,0.0523,0.0021,-0.9598470363288719,True,CA85525T2020,SHVLF,215125951
2019-12-19,215125951,EXTREME_MOVE,0.0021,0.0515,23.523809523809526,False,CA85525T2020,SHVLF,215125951
2022-01-03,592115543,EXTREME_MOVE,0.16,1.0,5.25,True,CA8732491060,TWOSF,592115543
2022-12-23,604736895,EXTREME_MOVE,0.18,0.018,-0.9,True,CA8968122033,TIGCF,604736895
2022-12-27,604736895,EXTREME_MOVE,0.018,0.115,5.388888888888889,False,CA8968122033,TIGCF,604736895
2019-11-11,26769612,EXTREME_MOVE,0.02,0.175,7.75,False,CA9289451044,VUL,26769612
2022-04-18,577609678,EXTREME_MOVE,3.654,36.0015,8.852627257799671,False,CA9581596009,WRG,577609678
2022-10-17,574941516,EXTREME_MOVE,0.01,0.1,9.0,False,CA98422W2022,XIGM,574941516
2023-05-31,574941516,EXTREME_MOVE,0.005,0.045,8.0,False,CA98422W2022,XIGM,574941516
2023-11-02,353194614,EXTREME_MOVE,0.03,0.002,-0.9333333333333333,True,CH0451424300,IQL,353194614
2023-11-03,353194614,EXTREME_MOVE,0.002,0.04,19.0,False,CH0451424300,IQL,353194614
2019-06-07,15050,EXTREME_MOVE,54.1,5.715,-0.894362292051756,True,DE0006969603,PUM,15050
2019-06-11,15050,EXTREME_MOVE,5.715,54.9,8.606299212598426,False,DE0006969603,PUM,15050
2021-10-19,358678235,EXTREME_MOVE,0.035,0.25,6.142857142857142,False,DE000A161N22,TUF,358678235
2020-01-16,398835375,EXTREME_MOVE,0.2105,1.5875,6.541567695961995,False,DE000A254203,WOLF,398835375
2023-12-22,624887759,EXTREME_MOVE,0.271,0.001,-0.996309963099631,False,DE000A3E5EG5,PA8,624887759
2023-12-27,624887759,EXTREME_MOVE,0.001,0.022,21.0,False,DE000A3E5EG5,PA8,624887759
2023-11-20,570898133,EXTREME_MOVE,1.55,0.02,-0.9870967741935484,False,DE000A3MQRK6,3330,570898133
2020-06-25,48880610,EXTREME_MOVE,0.0235,0.158,5.723404255319149,False,ES0110047919,OLE,48880610
2022-09-26,587790161,EXTREME_MOVE,0.0024,0.021,7.750000000000002,False,ES0150480194,NYE,587790161
2022-07-07,571506283,EXTREME_MOVE,0.155,4.825,30.129032258064516,False,FI4000523675,B7J1,571506283
2020-04-09,47669669,EXTREME_MOVE,0.106,0.75,6.0754716981132075,False,FR0004153930,ALTAO,47669669
2021-04-22,483457343,EXTREME_MOVE,0.02,13.36,667.0,False,FR0013308582,ALLGO,483457343
2021-06-17,497004328,EXTREME_MOVE,0.01,7.5,749.0,False,FR0014003T71,ALODC,497004328
2021-10-01,517788204,EXTREME_MOVE,0.01,6.95,694.0,False,FR0014004362,ALESE,517788204
2021-07-16,502388076,EXTREME_MOVE,0.01,5.75,574.0,False,FR00140048X2,ALIKO,502388076
2021-09-30,517593302,EXTREME_MOVE,0.01,8.02,800.9999999999999,False,FR0014005AC9,ALAFY,517593302
2022-02-17,544763048,EXTREME_MOVE,0.01,14.02,1401.0,False,FR0014007ZB4,AELIS,544763048
2022-07-12,572313069,EXTREME_MOVE,0.01,11.38,1137.0,False,FR001400AJ60,ALCWE,572313069
2022-12-19,603524180,EXTREME_MOVE,0.0085,0.0005,-0.9411764705882353,True,GB00B0394F60,MJ4,603524180
2022-12-20,603524180,EXTREME_MOVE,0.0005,0.0085,16.0,True,GB00B0394F60,MJ4,603524180
2022-12-21,603524180,EXTREME_MOVE,0.0085,0.0005,-0.9411764705882353,False,GB00B0394F60,MJ4,603524180
2023-01-06,603524180,EXTREME_MOVE,0.0005,0.005,9.0,False,GB00B0394F60,MJ4,603524180
2019-10-22,387711734,EXTREME_MOVE,50.0,2.5,-0.95,False,GB00BKTCLJ25,PRIM,387711734
2021-11-04,524459673,EXTREME_MOVE,0.01,6.5,649.0,False,GB00BMXH3352,MTRK,524459673
2021-04-14,840179309,EXTREME_MOVE,4.6279,0.2805,-0.9393893558633506,False,GRS831003009,5ZT,840179309
2021-04-21,840179309,EXTREME_MOVE,0.2963,1.8257,5.161660479244009,False,GRS831003009,5ZT,840179309
2023-05-23,603513724,EXTREME_MOVE,0.0191,0.191,9.0,True,ID1000103203,P5TA,603513724
2023-05-25,603513724,EXTREME_MOVE,0.191,0.024,-0.8743455497382199,False,ID1000103203,P5TA,603513724
