date,key,type,prev_close,close,return,reversal,ISIN,Symbol,conId
2019-11-21,198243891,EXTREME_MOVE,0.001,0.007,6.0,True,ID1000115207,MLQ2,198243891
2019-11-22,198243891,EXTREME_MOVE,0.007,0.001,-0.8571428571428572,False,ID1000115207,MLQ2,198243891
2019-11-25,198243891,EXTREME_MOVE,0.001,0.012,11.0,False,ID1000115207,MLQ2,198243891
2020-02-03,198243891,EXTREME_MOVE,0.001,0.007,6.0,True,ID1000115207,MLQ2,198243891
2020-02-04,198243891,EXTREME_MOVE,0.007,0.001,-0.8571428571428572,False,ID1000115207,MLQ2,198243891
2020-02-24,198243891,EXTREME_MOVE,0.001,0.012,11.0,False,ID1000115207,MLQ2,198243891
2020-03-02,198243891,EXTREME_MOVE,0.011,0.001,-0.9090909090909091,False,ID1000115207,MLQ2,198243891
2020-03-30,198243891,EXTREME_MOVE,0.001,0.01,9.0,False,ID1000115207,MLQ2,198243891
2020-05-25,198243891,EXTREME_MOVE,0.01,0.001,-0.9,False,ID1000115207,MLQ2,198243891
2020-06-03,198243891,EXTREME_MOVE,0.001,0.007,6.0,True,ID1000115207,MLQ2,198243891
2020-06-04,198243891,EXTREME_MOVE,0.007,0.001,-0.8571428571428572,False,ID1000115207,MLQ2,198243891
2020-06-22,198243891,EXTREME_MOVE,0.001,0.01,9.0,False,ID1000115207,MLQ2,198243891
2020-10-20,198243891,EXTREME_MOVE,0.005,0.0005,-0.9,False,ID1000115207,MLQ2,198243891
2020-11-11,198243891,EXTREME_MOVE,0.0005,0.0055,10.0,True,ID1000115207,MLQ2,198243891
2020-11-12,198243891,EXTREME_MOVE,0.0055,0.0005,-0.9090909090909091,True,ID1000115207,MLQ2,198243891
2020-11-17,198243891,EXTREME_MOVE,0.0005,0.0055,10.0,True,ID1000115207,MLQ2,198243891
2020-11-18,198243891,EXTREME_MOVE,0.0055,0.0005,-0.9090909090909091,True,ID1000115207,MLQ2,198243891
2020-11-23,198243891,EXTREME_MOVE,0.0005,0.006,11.0,False,ID1000115207,MLQ2,198243891
2020-12-11,798837403,EXTREME_MOVE,87.5013,687.7603,6.860000937128935,False,IE00045C7B38,HTOO,798837403
2023-06-28,13906070,EXTREME_MOVE,167.44,7.048,-0.9579073100812231,True,JP3735400008,9432,13906070
2023-06-29,13906070,EXTREME_MOVE,7.048,171.2,23.290578887627696,False,JP3735400008,9432,13906070
2023-10-03,603525582,EXTREME_MOVE,0.012,0.001,-0.9166666666666666,True,KYG207681001,AJ5,603525582
2023-10-04,603525582,EXTREME_MOVE,0.001,0.012,11.0,False,KYG207681001,AJ5,603525582
2023-10-03,603514379,EXTREME_MOVE,0.001,0.007,6.0,False,KYG211321081,CV8S,603514379
2023-11-24,603514379,EXTREME_MOVE,0.004,0.0005,-0.875,True,KYG211321081,CV8S,603514379
2023-11-27,603514379,EXTREME_MOVE,0.0005,0.005,9.0,False,KYG211321081,CV8S,603514379
2023-07-03,603512223,EXTREME_MOVE,0.965,0.14,-0.854922279792746,False,KYG2S85A1045,3JS,603512223
2019-10-01,380632330,EXTREME_MOVE,0.009,0.094,9.444444444444445,False,KYG6264V1361,29X2,380632330
2020-06-25,212738521,EXTREME_MOVE,0.8,5.15,5.4375,False,KYG7948E1026,SCGL,212738521
2023-01-30,603500520,EXTREME_MOVE,0.001,0.007,6.0,False,KYG8116S1057,3SH,603500520
2023-02-03,603500520,EXTREME_MOVE,0.007,0.001,-0.8571428571428572,False,KYG8116S1057,3SH,603500520
2019-06-05,295404306,EXTREME_MOVE,37.29,3.26,-0.9125770984178064,False,NL0012661870,IFRX,295404306
2020-10-20,198646507,EXTREME_MOVE,70.6875,45240.0,639.0,False,NO0003080608,SOFF,198646507
2020-10-21,198646507,EXTREME_MOVE,45240.0,5.0,-0.9998894783377542,False,NO0003080608,SOFF,198646507
2020-11-19,320358728,EXTREME_MOVE,186.6941,7.3428,-0.960669351629216,True,NO0003572802,AFK,320358728
2020-11-20,320358728,EXTREME_MOVE,7.3428,180.6402,23.60099689491747,False,NO0003572802,AFK,320358728
2020-07-10,307129507,EXTREME_MOVE,0.1768,2.02,10.425339366515836,False,NO0010791353,MPCC,307129507
2021-04-09,129297755,EXTREME_MOVE,0.4,0.04,-0.9,True,NZBRLE0001S4,BRL,129297755
2021-04-13,129297755,EXTREME_MOVE,0.04,0.415,9.375,False,NZBRLE0001S4,BRL,129297755
2022-10-26,593821839,EXTREME_MOVE,3.52,0.176,-0.95,True,US00444T2096,R5XA,593821839
2022-10-27,593821839,EXTREME_MOVE,0.176,3.52,19.0,False,US00444T2096,R5XA,593821839
2020-08-03,437395846,EXTREME_MOVE,0.543,11.004,19.265193370165743,False,US0044685008,SP4P,437395846
2020-07-13,337030468,EXTREME_MOVE,3.19,20.0,5.269592476489028,False,US29446K1060,EQ,337030468
2020-05-19,388550694,EXTREME_MOVE,0.75,5.82,6.760000000000001,False,US63008G2030,NNDM,388550694
2019-01-09,345965276,EXTREME_MOVE,13.44,82.35,5.127232142857142,False,US68621F1021,ORGO,345965276
2023-10-11,774815514,EXTREME_MOVE,2.34,77.4801,32.11115384615385,False,US87978U2078,3OS0,774815514
2022-03-03,275984,EXTREME_MOVE,208.32,30.0,-0.8559907834101382,True,US9292361071,WDFC,275984
2022-03-04,275984,EXTREME_MOVE,30.0,207.33,5.9110000000000005,False,US9292361071,WDFC,275984
