key,conId,ISIN,Symbol,Currency,FirstDate,LastDate,Rows
45440801,45440801,AU000000BOE4,BOE,AUD,2019-01-02,2023-12-29,1265
38251668,38251668,AU000000BOL9,BOL,AUD,2019-01-02,2023-12-29,1265
11470910,11470910,AU000000BOQ8,BOQ,AUD,2019-01-02,2023-12-29,1265
14062281,14062281,AU000000BPT9,BPT,AUD,2019-01-02,2023-12-29,1265
56238411,56238411,AU000000BRG2,BRG,AUD,2019-01-02,2023-12-29,1265
206012554,206012554,AU000000BRN8,BRN,AUD,2019-01-02,2023-12-29,1265
15192570,15192570,AU000000BSL0,BSL,AUD,2019-01-02,2023-12-29,1265
263021104,263021104,AU000000BSX5,BSX,AUD,2019-01-02,2023-12-29,1265
46914181,46914181,AU000000BUX1,BUX,AUD,2019-01-02,2023-12-29,1265
255582321,255582321,AU000000BVS9,BVS,AUD,2019-01-02,2023-12-29,1265
4242291,4242291,AU000000BWP3,BWP,AUD,2019-01-02,2023-12-29,1265
41881274,41881274,AU000000BXB1,BXB,AUD,2019-01-02,2023-12-29,1265
12888918,12888918,AU000000CAA9,CAA,AUD,2019-01-02,2023-12-29,1265
185186710,185186710,AU000000CAR3,CAR,AUD,2019-01-02,2023-12-29,1265
44188723,44188723,AU000000CAV5,CAV,AUD,2019-01-02,2023-12-29,1265
4036818,4036818,AU000000CBA7,CBA,AUD,2019-01-02,2023-12-29,1265
258666221,258666221,AU000000CCE7,CCE,AUD,2019-01-02,2023-12-29,1248
14062936,14062936,AU000000CCP3,CCP,AUD,2019-01-02,2023-12-29,1265
14062921,14062921,AU000000CGF5,CGF,AUD,2019-01-02,2023-12-29,1265
14062930,14062930,AU000000CGO7,CGO,AUD,2019-01-02,2023-12-29,1264
44188792,44188792,AU000000CHN7,CHN,AUD,2019-01-02,2023-12-29,1265
147665638,147665638,AU000000CIA2,CIA,CAD,2019-01-02,2023-12-29,1254
92135994,92135994,AU000000CKF7,CKF,AUD,2019-01-02,2023-12-29,1265
115280255,115280255,AU000000CLA6,CLA,AUD,2019-01-02,2023-12-29,1265
131013321,131013321,AU000000CNJ3,CNJ,AUD,2019-01-02,2023-12-29,1264
264541204,264541204,AU000000COB8,COB,AUD,2019-01-02,2023-12-29,1265
12370091,12370091,AU000000COH5,COH,AUD,2019-01-02,2023-12-29,1265
11289549,11289549,AU000000CPU5,CPU,AUD,2019-01-02,2023-12-29,1265
11294198,11294198,AU000000CSL8,CSL,AUD,2019-01-02,2023-12-29,1265
44187931,44187931,AU000000CTP7,CTP,AUD,2019-01-02,2023-12-29,1265
14062547,14062547,AU000000CVN8,CVN,AUD,2019-01-02,2023-12-29,1265
221020224,221020224,AU000000CWY3,CWY,AUD,2019-01-02,2023-12-29,1265
83959183,83959183,AU000000CXO2,CXO,AUD,2019-01-02,2023-12-29,1265
60749530,60749530,AU000000CXU9,CXU,AUD,2019-01-02,2023-12-29,1263
138421210,138421210,AU000000CYP7,CYP,AUD,2019-01-02,2023-12-29,1265
153515849,153515849,AU000000DCC9,DCC,AUD,2019-01-02,2023-12-29,1265
83002563,83002563,AU000000DDR5,DDR,AUD,2019-01-02,2023-12-29,1265
298212850,298212850,AU000000DEV5,DEV,AUD,2019-01-02,2023-12-29,1264
162217993,162217993,AU000000DKM1,DKM,AUD,2019-01-02,2023-12-29,1264
44200583,44200583,AU000000DMP0,DMP,AUD,2019-01-02,2023-12-29,1265
12888945,12888945,AU000000DOW2,DOW,AUD,2019-01-02,2023-12-29,1265
237880551,237880551,AU000000DRO2,DRO,AUD,2019-01-02,2023-12-29,1265
14062993,14062993,AU000000DTL4,DTL,AUD,2019-01-02,2023-12-29,1265
254134438,254134438,AU000000DTZ4,DTZ,AUD,2019-01-02,2023-12-29,1215
178891941,178891941,AU000000DUB3,DUB,AUD,2019-01-02,2023-12-29,1265
49281421,49281421,AU000000DXS1,DXS,AUD,2019-01-02,2023-12-29,1265
44200604,44200604,AU000000DYL4,DYL,AUD,2019-01-02,2023-12-29,1265
41179280,41179280,AU000000EHL7,EHL,AUD,2019-01-02,2023-12-29,1265
59696057,59696057,AU000000ELD6,ELD,AUD,2019-01-02,2023-12-29,1265
71336924,71336924,AU000000ELT2,ELT,AUD,2019-01-02,2023-12-29,1265
147967929,147967929,AU000000EMH5,EMH,AUD,2019-01-02,2023-12-29,1264
117704219,117704219,AU000000EML7,EML,AUD,2019-01-02,2023-12-29,1265
56464226,56464226,AU000000ENT8,ENT,AUD,2019-01-02,2023-12-29,1263
110321639,110321639,AU000000EPM8,EPM,AUD,2019-01-02,2023-12-29,1264
14063213,14063213,AU000000ERA9,ERA,AUD,2019-01-02,2023-12-29,1265
247671893,247671893,AU000000EUR7,EUR,AUD,2019-01-02,2023-12-29,1265
96616475,96616475,AU000000EVN4,EVN,AUD,2019-01-02,2023-12-29,1265
301916290,301916290,AU000000EXL4,EXL,AUD,2019-01-02,2023-12-29,1265
160813365,160813365,AU000000FFG8,FFG,AUD,2019-01-02,2023-12-29,1265
214124256,214124256,AU000000FGR3,FGR,AUD,2019-01-02,2023-12-29,1265
282739470,282739470,AU000000FLC5,FLC,AUD,2019-01-02,2023-12-29,1265
14063411,14063411,AU000000FLT9,FLT,AUD,2019-01-02,2023-12-29,1265
34805876,34805876,AU000000FMG4,FMG,AUD,2019-01-02,2023-12-29,1265
44201031,44201031,AU000000FML4,FML,AUD,2019-01-02,2023-12-29,1265
118048405,118048405,AU000000FZR3,FZR,AUD,2019-01-02,2023-12-29,1261
44200915,44200915,AU000000GBE0,GBE,AUD,2019-01-02,2023-12-29,1265
75995913,75995913,AU000000GEM7,GEM,AUD,2019-01-02,2023-12-29,1265
14063656,14063656,AU000000GNC9,GNC,AUD,2019-01-02,2023-12-29,1265
44201089,44201089,AU000000GRR8,GRR,AUD,2019-01-02,2023-12-29,1265
85389354,85389354,AU000000HAS0,HAS,AUD,2019-01-02,2023-12-29,1264
44201119,44201119,AU000000HAV4,HAV,AUD,2019-01-02,2023-12-29,1264
101987734,101987734,AU000000HFR1,HFR,AUD,2019-01-02,2023-12-29,1265
139551479,139551479,AU000000HLO6,HLO,AUD,2019-01-02,2023-12-29,1265
149525023,149525023,AU000000HMX5,HMX,AUD,2019-01-02,2023-12-29,1265
259933907,259933907,AU000000HRN5,HRN,AUD,2019-01-02,2023-12-29,1263
14063763,14063763,AU000000HSN3,HSN,AUD,2019-01-02,2023-12-29,1265
5082580,5082580,AU000000HVN7,HVN,AUD,2019-01-02,2023-12-29,1265
214172453,214172453,AU000000HZR9,HZR,AUD,2019-01-02,2023-12-29,1265
9992848,9992848,AU000000IAG3,IAG,AUD,2019-01-02,2023-12-29,1265
237848230,237848230,AU000000IDA0,IDA,AUD,2019-01-02,2023-12-29,1263
213858015,213858015,AU000000IEL5,IEL,AUD,2019-01-02,2023-12-29,1265
42469783,42469783,AU000000IGO4,IGO,AUD,2019-01-02,2023-12-29,1265
4708370,4708370,AU000000ILU1,ILU,AUD,2019-01-02,2023-12-29,1265
56379328,56379328,AU000000IMC7,IMC,AUD,2019-01-02,2023-12-29,1237
14063990,14063990,AU000000IMD5,IMD,AUD,2019-01-02,2023-12-29,1265
298064707,298064707,AU000000IMM6,IMM,AUD,2019-01-02,2023-12-29,1265
254447298,254447298,AU000000ING6,ING,AUD,2019-01-02,2023-12-29,1265
174051521,174051521,AU000000IPH9,IPH,AUD,2019-01-02,2023-12-29,1265
51773849,51773849,AU000000IRD4,IRD,AUD,2019-01-02,2023-12-29,1264
14064123,14064123,AU000000IRE2,IRE,AUD,2019-01-02,2023-12-29,1265
81361276,81361276,AU000000IVR6,IVR,AUD,2019-01-02,2023-12-29,1265
113158155,113158155,AU000000IVX4,IVX,AUD,2019-01-02,2023-12-29,1264
48817019,48817019,AU000000JAT4,JAT,AUD,2019-01-02,2023-12-29,1265
44202596,44202596,AU000000JPR6,JPR,AUD,2019-01-02,2023-12-29,1262
44202371,44202371,AU000000KAR6,KAR,AUD,2019-01-02,2023-12-29,1265
14064250,14064250,AU000000KCN1,KCN,AUD,2019-01-02,2023-12-29,1265
44202810,44202810,AU000000KGL6,KGL,AUD,2019-01-02,2023-12-29,1264
239684109,239684109,AU000000KGN2,KGN,AUD,2019-01-02,2023-12-29,1265
199440210,199440210,AU000000KPO1,KPO,AUD,2019-01-02,2023-12-29,1265
116570469,116570469,AU000000KSN7,KSN,AUD,2019-01-02,2023-12-29,1265
262391388,262391388,AU000000KZR3,KZR,AUD,2019-01-02,2023-12-29,1264
201979256,201979256,AU000000LIT3,LIT,AUD,2019-01-02,2023-12-29,1265
14064276,14064276,AU000000LKE1,LKE,AUD,2019-01-02,2023-12-29,1265
4109651,4109651,AU000000LLC3,LLC,AUD,2019-01-02,2023-12-29,1265
177292633,177292633,AU000000LOV7,LOV,AUD,2019-01-02,2023-12-29,1265
44202618,44202618,AU000000LTR4,LTR,AUD,2019-01-02,2023-12-29,1265
14064364,14064364,AU000000LYC6,LYC,AUD,2019-01-02,2023-12-29,1265
57041256,57041256,AU000000MAT8,MAT,AUD,2019-01-02,2023-12-29,1265
298918229,298918229,AU000000MCM9,MCM,AUD,2019-01-02,2023-12-29,1265
14064470,14064470,AU000000MCP2,MCP,AUD,2019-01-02,2023-12-29,1265
81849346,81849346,AU000000MDI5,MDI,AUD,2019-01-02,2023-12-29,1265
44202634,44202634,AU000000MEI3,MEI,AUD,2019-01-02,2023-12-29,1265
44202878,44202878,AU000000MFG4,MFG,AUD,2019-01-02,2023-12-29,1265
4757194,4757194,AU000000MGR9,MGR,AUD,2019-01-02,2023-12-29,1265
44202644,44202644,AU000000MGX7,MGX,AUD,2019-01-02,2023-12-29,1265
62061553,62061553,AU000000MHC9,MHC,AUD,2019-01-02,2023-12-29,1264
44202881,44202881,AU000000MIN4,MIN,AUD,2019-01-02,2023-12-29,1265
44202491,44202491,AU000000MLX7,MLX,AUD,2019-01-02,2023-12-29,1265
176224633,176224633,AU000000MMI6,MMI,AUD,2019-01-02,2023-12-29,1265
44202901,44202901,AU000000MMS5,MMS,AUD,2019-01-02,2023-12-29,1265
14064610,14064610,AU000000MND5,MND,AUD,2019-01-02,2023-12-29,1265
174961881,174961881,AU000000MPL3,MPL,AUD,2019-01-02,2023-12-29,1265
47028156,47028156,AU000000MQG1,MQG,AUD,2019-01-02,2023-12-29,1265
44203004,44203004,AU000000MSB8,MSB,AUD,2019-01-02,2023-12-29,1265
267757525,267757525,AU000000MTC4,MTC,AUD,2019-01-02,2023-12-29,1265
33933003,33933003,AU000000MTS0,MTS,AUD,2019-01-02,2023-12-29,1265
158131198,158131198,AU000000MVF3,MVF,AUD,2019-01-02,2023-12-29,1265
70000954,70000954,AU000000MYR2,MYR,AUD,2019-01-02,2023-12-29,1265
81014409,81014409,AU000000MYX0,MYX,AUD,2019-01-02,2023-12-29,1265
4036823,4036823,AU000000NAB4,NAB,AUD,2019-01-02,2023-12-29,1265
56304063,56304063,AU000000NAG3,NAG,AUD,2019-01-02,2023-12-29,1265
44480759,44480759,AU000000NAN9,NAN,AUD,2019-01-02,2023-12-29,1265
139667627,139667627,AU000000NEC4,NEC,AUD,2019-01-02,2023-12-29,1265
44202743,44202743,AU000000NHC7,NHC,AUD,2019-01-02,2023-12-29,1265
47067580,47067580,AU000000NHF0,NHF,AUD,2019-01-02,2023-12-29,1265
177358520,177358520,AU000000NMT1,NMT,AUD,2019-01-02,2023-12-29,1265
44202785,44202785,AU000000NST8,NST,AUD,2019-01-02,2023-12-29,1265
44202524,44202524,AU000000NTU4,NTU,AUD,2019-01-02,2023-12-29,1265
8112725,8112725,AU000000NUF3,NUF,AUD,2019-01-02,2023-12-29,1265
299520076,299520076,AU000000NVA2,NVA,AUD,2019-01-02,2023-12-29,1265
282281353,282281353,AU000000NVX4,NVX,AUD,2019-01-02,2023-12-29,1265
46065659,46065659,AU000000NWH5,NWH,AUD,2019-01-02,2023-12-29,1265
117868638,117868638,AU000000NXM3,NXM,AUD,2019-01-02,2023-12-29,1265
81768269,81768269,AU000000NXT8,NXT,AUD,2019-01-02,2023-12-29,1265
8687541,8687541,AU000000OEC2,OEC,AUD,2019-01-02,2023-12-29,1265
44202555,44202555,AU000000OEL3,OEL,AUD,2019-01-02,2023-12-29,1265
177117483,177117483,AU000000OML6,OML,AUD,2019-01-02,2023-12-29,1265
139463981,139463981,AU000000ORA8,ORA,AUD,2019-01-02,2023-12-29,1265
7202087,7202087,AU000000ORG5,ORG,AUD,2019-01-02,2023-12-29,1265
4109681,4109681,AU000000ORI1,ORI,AUD,2019-01-02,2023-12-29,1265
14064964,14064964,AU000000PDN8,PDN,AUD,2019-01-02,2023-12-29,1265
44205079,44205079,AU000000PEN6,PEN,AUD,2019-01-02,2023-12-29,1265
51763287,51763287,AU000000PGC4,PGC,AUD,2019-01-02,2023-12-29,1265
44204719,44204719,AU000000PGM3,PGM,AUD,2019-01-02,2023-12-29,1265
71294096,71294096,AU000000PLS0,PLS,AUD,2019-01-02,2023-12-29,1265
70715550,70715550,AU000000PNR8,PNR,AUD,2019-01-02,2023-12-29,1265
175593746,175593746,AU000000PNV0,PNV,AUD,2019-01-02,2023-12-29,1265
308825622,308825622,AU000000POD6,POD,AUD,2019-01-02,2023-12-29,1263
12888981,12888981,AU000000PPT9,PPT,AUD,2019-01-02,2023-12-29,1265
44204765,44204765,AU000000PRU3,PRU,AUD,2019-01-02,2023-12-29,1265
105925299,105925299,AU000000PSC9,PSC,AUD,2019-01-02,2023-12-29,1264
118921607,118921607,AU000000PTL8,PTL,AUD,2019-01-02,2023-12-29,1265
87981412,87981412,AU000000PWN8,PWN,AUD,2019-01-02,2023-12-29,1264
289882003,289882003,AU000000PXX5,PXX,AUD,2019-01-02,2023-12-29,1265
4506336,4506336,AU000000QAN2,QAN,AUD,2019-01-02,2023-12-29,1265
11294204,11294204,AU000000QBE9,QBE,AUD,2019-01-02,2023-12-29,1265
75935704,75935704,AU000000QUB5,QUB,AUD,2019-01-02,2023-12-29,1265
14065335,14065335,AU000000REA9,REA,AUD,2019-01-02,2023-12-29,1265
12565187,12565187,AU000000RHC8,RHC,AUD,2019-01-02,2023-12-29,1265
13156534,13156534,AU000000RIC6,RIC,AUD,2019-01-02,2023-12-29,1265
4109654,4109654,AU000000RIO1,RIO,AUD,2019-01-02,2023-12-29,1265
44205169,44205169,AU000000RMS4,RMS,AUD,2019-01-02,2023-12-29,1265
93894473,93894473,AU000000RMX4,RMX,AUD,2019-01-02,2023-12-29,1264
47519420,47519420,AU000000RRL8,RRL,AUD,2019-01-02,2023-12-29,1265
14065384,14065384,AU000000RSG6,RSG,AUD,2019-01-02,2023-12-29,1265
231836969,231836969,AU000000RWC7,RWC,AUD,2019-01-02,2023-12-29,1265
193494541,193494541,AU000000S320,S32,AUD,2019-01-02,2023-12-29,1265
14065728,14065728,AU000000SBM8,SBM,AUD,2019-01-02,2023-12-29,1265
14065467,14065467,AU000000SBR7,SBR,AUD,2019-01-02,2023-12-29,1264
132396151,132396151,AU000000SDF8,SDF,AUD,2019-01-02,2023-12-29,1265
269386330,269386330,AU000000SDV5,SDV,AUD,2019-01-02,2023-12-29,1263
35880760,35880760,AU000000SEK6,SEK,AUD,2019-01-02,2023-12-29,1265
52950431,52950431,AU000000SER1,SER,AUD,2019-01-02,2023-12-29,1265
44205219,44205219,AU000000SFR8,SFR,AUD,2019-01-02,2023-12-29,1265
36357952,36357952,AU000000SGM7,SGM,AUD,2019-01-02,2023-12-29,1265
12294108,12294108,AU000000SGP0,SGP,AUD,2019-01-02,2023-12-29,1265
80935054,80935054,AU000000SGQ8,SGQ,AUD,2019-01-02,2023-12-29,1265
14065541,14065541,AU000000SHV6,SHV,AUD,2019-01-02,2023-12-29,1265
7549213,7549213,AU000000SIG5,SIG,AUD,2019-01-02,2023-12-29,1265
196221709,196221709,AU000000SLC8,SLC,AUD,2019-01-02,2023-12-29,1265
4700220,4700220,AU000000SLX4,SLX,AUD,2019-01-02,2023-12-29,1265
70847750,70847750,AU000000SMR4,SMR,AUD,2019-01-02,2023-12-29,1265
14066234,14066234,AU000000SOL3,SOL,AUD,2019-01-02,2023-12-29,1265
44205275,44205275,AU000000SOM1,SOM,AUD,2019-01-02,2023-12-29,1264
14065755,14065755,AU000000SPL0,SPL,AUD,2019-01-02,2023-12-29,1265
258032846,258032846,AU000000SRN2,SRN,AUD,2019-01-02,2023-12-29,1265
44205302,44205302,AU000000SSM2,SSM,AUD,2019-01-02,2023-12-29,1265
4109694,4109694,AU000000STO6,STO,AUD,2021-12-16,2023-12-29,513
44205319,44205319,AU000000STX7,STX,AUD,2019-01-02,2023-12-29,1265
12101107,12101107,AU000000SUN6,SUN,AUD,2019-01-02,2023-12-29,1265
44205325,44205325,AU000000SVL8,SVL,AUD,2019-01-02,2023-12-29,1265
44205331,44205331,AU000000SVM6,SVM,AUD,2019-01-02,2023-12-29,1265
71359348,71359348,AU000000SXL4,SXL,AUD,2019-01-02,2023-12-29,1265
46114799,46114799,AU000000SYR9,SYR,AUD,2019-01-02,2023-12-29,1265
14066097,14066097,AU000000TBR5,TBR,AUD,2019-01-02,2023-12-29,1265
14066073,14066073,AU000000TCL6,TCL,AUD,2019-01-02,2023-12-29,1265
212756788,212756788,AU000000TER9,TER,AUD,2019-01-02,2023-12-29,1264
76980398,76980398,AU000000TLG7,TLG,AUD,2019-01-02,2023-12-29,1265
4081863,4081863,AU000000TLS2,TLS,AUD,2019-01-02,2023-12-29,1265
8112691,8112691,AU000000TNE8,TNE,AUD,2019-01-02,2023-12-29,1265
72020303,72020303,AU000000TON7,TON,AUD,2019-01-02,2023-12-29,1265
125542984,125542984,AU000000TOU2,TOU,AUD,2019-01-02,2023-12-29,1265
45440814,45440814,AU000000TPC7,TPC,AUD,2019-01-02,2023-12-29,1263
214797035,214797035,AU000000TPW5,TPW,AUD,2019-01-02,2023-12-29,1265
290079574,290079574,AU000000TTT3,TTT,AUD,2019-01-02,2023-12-29,1264
87665539,87665539,AU000000TWE9,TWE,AUD,2019-01-02,2023-12-29,1265
201979255,201979255,AU000000TYX5,TYX,AUD,2019-01-02,2023-12-29,1264
75188212,75188212,AU000000VKA8,VKA,AUD,2019-01-02,2023-12-29,1264
44205405,44205405,AU000000VML1,VML,AUD,2019-01-02,2023-12-29,1230
228002213,228002213,AU000000VRC9,VRC,AUD,2019-01-02,2023-12-29,1265
76123491,76123491,AU000000WAF6,WAF,AUD,2019-01-02,2023-12-29,1265
4036833,4036833,AU000000WBC1,WBC,AUD,2019-01-02,2023-12-29,1265
241964048,241964048,AU000000WBT5,WBT,AUD,2019-01-02,2023-12-29,1265
44647148,44647148,AU000000WEB7,WEB,AUD,2019-01-02,2023-12-29,1265
44205642,44205642,AU000000WEC5,WEC,AUD,2019-01-02,2023-12-29,1265
11910870,11910870,AU000000WES1,WES,AUD,2019-01-02,2023-12-29,1265
298909537,298909537,AU000000WGN7,WGN,AUD,2019-01-02,2023-12-29,1265
257677687,257677687,AU000000WGX6,0W2,EUR,2019-11-27,2023-12-29,1041
44582452,44582452,AU000000WHC8,WHC,AUD,2019-01-02,2023-12-29,1265
4109712,4109712,AU000000WOW2,WOW,AUD,2019-01-02,2023-12-29,1265
228870348,228870348,AU000000WTC3,WTC,AUD,2019-01-02,2023-12-29,1265
109932184,109932184,AU000000YAL0,YAL,AUD,2019-01-02,2023-12-29,1265
235933710,235933710,AU000000YOJ5,YOJ,AUD,2019-01-02,2023-12-29,1265
251259546,251259546,AU000000ZLD1,ZLD,AUD,2019-01-02,2023-12-29,1265
44582459,44582459,AU000000ZNC9,ZNC,AUD,2019-01-02,2023-12-29,1264
325059764,325059764,AU0000010464,WOA,AUD,2019-01-02,2023-12-29,1243
327834672,327834672,AU0000012023,CR1,AUD,2019-01-02,2023-12-29,1263
317955672,317955672,AU0000012098,E25,AUD,2019-01-02,2023-12-29,1265
325757296,325757296,AU0000016875,VEA,AUD,2019-01-02,2023-12-29,1265
330017264,330017264,AU0000018236,NIC,AUD,2019-01-02,2023-12-29,1265
329668740,329668740,AU0000021461,GLN,AUD,2019-01-02,2023-12-29,1265
