key,conId,ISIN,Symbol,Currency,FirstDate,LastDate,Rows
446197466,446197466,DE000A289V03,93M1,EUR,2020-09-23,2023-12-29,836
464974581,464974581,DE000A28M8D0,VBTC,EUR,2021-01-12,2023-12-29,763
517611078,517611078,DE000A2AA1Q5,9JK,EUR,2021-09-29,2023-12-29,578
236501333,236501333,DE000A2AA204,DFTK,EUR,2019-01-02,2023-12-29,1272
215022798,215022798,DE000A2AAA75,T3T1,EUR,2019-01-02,2023-12-29,1272
224696496,224696496,DE000A2AAE22,CY1K,EUR,2019-01-02,2023-12-29,1272
351024208,351024208,DE000A2BPK34,VRL,EUR,2019-01-23,2023-12-29,1257
257196600,257196600,DE000A2DA588,MXHN,EUR,2019-01-02,2023-12-29,1272
270900387,270900387,DE000A2DAM03,AAG,EUR,2019-01-02,2023-12-29,1272
281129632,281129632,DE000A2E4K43,DHER,EUR,2019-01-02,2023-12-29,1272
292078910,292078910,DE000A2E4LE9,VOTR,EUR,2019-01-02,2023-12-29,1272
312270738,312270738,DE000A2E4SV8,CYR,EUR,2019-01-02,2023-12-29,1272
281571756,281571756,DE000A2E4T77,2HRA,EUR,2019-01-02,2023-12-29,1272
314841657,314841657,DE000A2G8X31,SJJ,EUR,2019-01-02,2023-12-29,1272
518943102,518943102,DE000A2G8ZX8,PYR,EUR,2021-10-06,2023-12-29,573
290004799,290004799,DE000A2GS609,SB1,EUR,2019-01-02,2023-12-29,1271
292917067,292917067,DE000A2GS625,CRZK,EUR,2019-01-02,2023-12-29,1272
290639270,290639270,DE000A2GS633,AEIN,EUR,2019-01-02,2023-12-29,1272
434072989,434072989,DE000A2GSU42,BKHT,EUR,2020-07-14,2023-12-29,887
590687128,590687128,DE000A2LQ2D0,Z29,EUR,2022-10-11,2023-12-29,313
469653245,469653245,DE000A2LQ884,AG1,EUR,2021-02-05,2023-12-29,743
336523280,336523280,DE000A2N4H07,WEW,EUR,2019-01-02,2023-12-29,1272
331448010,331448010,DE000A2NB601,JEN,EUR,2019-01-02,2023-12-29,1272
331626797,331626797,DE000A2NB650,MUX,EUR,2019-01-02,2023-12-29,1272
332199782,332199782,DE000A2NBX80,INS,EUR,2019-01-02,2023-12-29,1272
521962133,521962133,DE000A2P4HL9,123F,EUR,2021-10-19,2023-12-29,564
531183403,531183403,DE000A2QP380,IDVA,EUR,2021-12-07,2023-12-29,531
419717739,419717739,DE000A2T0VS9,XSLR,USD,2020-04-29,2023-12-29,926
418727101,418727101,DE000A2T0VU5,XGDU,USD,2020-04-22,2023-12-29,931
376425193,376425193,DE000A2TR919,S6P,EUR,2019-07-31,2023-12-29,1126
422487866,422487866,DE000A2UDH55,XSLE,EUR,2020-05-18,2023-12-29,927
384928607,384928607,DE000A2YN900,TMV,EUR,2019-09-25,2023-12-29,1086
373291272,373291272,DE000A2YNT30,ACT,EUR,2019-07-01,2023-12-29,1148
382322131,382322131,DE000A2YPDD0,VIH1,EUR,2019-09-12,2023-12-29,1095
602062539,602062539,DE000A32VN59,SLSA,EUR,2022-06-24,2023-12-29,389
655613277,655613277,DE000A35JS40,CLIQ,EUR,2019-01-02,2023-12-29,1272
650720234,650720234,DE000A37FTW0,ALXA,EUR,2019-01-02,2023-12-29,1270
524954454,524954454,DE000A3CM708,75S,EUR,2021-11-05,2023-12-29,551
501306561,501306561,DE000A3CMGN3,HGEA,EUR,2021-07-08,2023-12-29,637
518547488,518547488,DE000A3CN9R8,14D,EUR,2021-10-05,2023-12-29,574
499874688,499874688,DE000A3CQ7F4,BIKE,EUR,2021-06-29,2023-12-29,644
501094749,501094749,DE000A3CSAE2,MRX,EUR,2021-07-07,2023-12-29,638
613022401,613022401,DE000A3E00M1,IOS,EUR,2023-02-09,2023-12-29,227
490798907,490798907,DE000A3E5A59,SBX,EUR,2021-05-17,2023-12-29,673
508949364,508949364,DE000A3E5C08,CNW,EUR,2021-08-26,2023-12-29,602
543626189,543626189,DE000A3E5C24,CDZ0,EUR,2022-02-09,2023-12-29,485
511450598,511450598,DE000A3E5CP0,SIM0,EUR,2021-08-30,2023-12-29,600
507623516,507623516,DE000A3E5D56,FPE,EUR,2021-08-16,2023-12-29,610
507623520,507623520,DE000A3E5D64,FPE3,EUR,2021-08-16,2023-12-29,610
506610729,506610729,DE000A3E5E55,HP3A,EUR,2021-08-06,2023-12-29,616
525721507,525721507,DE000A3E5ED2,VEZ,EUR,2021-11-10,2023-12-29,548
624887759,624887759,DE000A3E5EG5,PA8,EUR,2019-01-02,2023-12-29,1271
656785784,656785784,DE000A3ENQ51,1SXP,EUR,2023-09-28,2023-12-29,65
476031870,476031870,DE000A3GMKD7,ZETH,EUR,2021-03-11,2023-12-29,721
516341218,516341218,DE000A3GSUD3,VS0L,EUR,2021-09-22,2023-12-29,585
558184424,558184424,DE000A3GYNB0,GXRP,EUR,2022-04-25,2023-12-29,434
452335695,452335695,DE000A3H2101,AAQ1,EUR,2020-10-29,2023-12-29,810
458339366,458339366,DE000A3H2135,MA10,EUR,2020-12-02,2023-12-29,756
460460870,460460870,DE000A3H2200,NA9,EUR,2020-12-18,2023-12-29,774
468413346,468413346,DE000A3H2333,HABA,EUR,2021-02-04,2023-12-29,744
472626694,472626694,DE000A3H3L44,2INV,EUR,2021-03-01,2023-12-29,727
542404110,542404110,DE000A3MQC96,U1DA,EUR,2022-02-04,2023-12-29,488
570898133,570898133,DE000A3MQRK6,3330,EUR,2022-07-01,2023-12-29,385
720719865,720719865,DE000A40ESU3,EIN,EUR,2019-01-02,2023-12-29,1272
809519338,809519338,DE000A40ZVU2,UMD,EUR,2019-09-30,2023-12-29,1083
884989176,884989176,DE000A41YD16,B4B,CHF,2019-01-03,2023-12-29,1260
854923652,854923652,DE000A41YD99,AMA0,EUR,2020-03-17,2023-12-29,968
862838534,862838534,DE000A41YDG0,QBY0,EUR,2019-01-02,2023-12-29,1272
881108707,881108707,DE000A41YEV7,D6H0,EUR,2019-01-02,2023-12-29,1272
897390874,897390874,DE000A41YFJ9,C3R,EUR,2021-07-06,2023-12-29,639
77680640,77680640,DE000BASF111,BAS,EUR,2019-01-02,2023-12-29,1272
68598660,68598660,DE000BAY0017,BAYN,EUR,2019-01-02,2023-12-29,1272
125839555,125839555,DE000CBK1001,CBK,EUR,2019-01-02,2023-12-29,1272
531961119,531961119,DE000DTR0CK8,DTG,EUR,2021-12-10,2023-12-29,526
311674922,311674922,DE000DWS1007,DWS,EUR,2019-01-02,2023-12-29,1272
53028906,53028906,DE000ENAG999,EOAN,EUR,2019-01-02,2023-12-29,1272
447545380,447545380,DE000ENER6Y0,ENR,EUR,2020-09-28,2023-12-29,833
231268767,231268767,DE000ETF7011,F701,EUR,2019-01-02,2023-12-29,1273
310622904,310622904,DE000ETF7029,F702,EUR,2019-01-02,2023-12-29,1273
310622903,310622903,DE000ETF7037,F703,EUR,2019-01-02,2023-12-29,1273
214184838,214184838,DE000ETF9033,E903,EUR,2019-01-02,2023-12-29,1272
214184844,214184844,DE000ETF9074,E907,EUR,2019-01-02,2023-12-29,1272
254619320,254619320,DE000ETF9082,E908,EUR,2019-01-02,2023-12-29,1272
418728926,418728926,DE000ETF9090,E909,EUR,2020-04-22,2023-12-29,944
307012686,307012686,DE000ETF9603,E960,EUR,2019-01-02,2023-12-29,1272
49549434,49549434,DE000ETFL011,EL4A,EUR,2019-01-02,2023-12-29,1272
49549440,49549440,DE000ETFL029,EL4B,EUR,2019-01-02,2023-12-29,1272
59141472,59141472,DE000ETFL037,EL4C,EUR,2019-01-02,2023-12-29,1272
59141482,59141482,DE000ETFL045,EL4D,EUR,2019-01-02,2023-12-29,1272
59141477,59141477,DE000ETFL052,EL4E,EUR,2019-01-02,2023-12-29,1272
59141465,59141465,DE000ETFL060,EL4F,EUR,2019-01-02,2023-12-29,1272
59141468,59141468,DE000ETFL078,EL4G,EUR,2019-01-02,2023-12-29,1272
53615757,53615757,DE000ETFL094,EL4I,EUR,2019-01-02,2023-12-29,1272
77425450,77425450,DE000ETFL110,EL4K,EUR,2019-01-02,2023-12-29,1272
78385755,78385755,DE000ETFL128,EL4L,EUR,2019-01-02,2023-12-29,1272
78360757,78360757,DE000ETFL136,EL4M,EUR,2019-01-02,2023-12-29,1272
78040786,78040786,DE000ETFL144,EL4N,EUR,2019-01-02,2023-12-29,1272
77479143,77479143,DE000ETFL151,EL4P,EUR,2019-01-02,2023-12-29,1272
78749516,78749516,DE000ETFL169,EL4Q,EUR,2019-01-02,2023-12-29,1272
77425445,77425445,DE000ETFL177,EL4R,EUR,2019-01-02,2023-12-29,1272
77885744,77885744,DE000ETFL185,EL4S,EUR,2019-01-02,2023-12-29,1272
77762082,77762082,DE000ETFL193,EL4T,EUR,2019-01-02,2023-12-29,1272
77577730,77577730,DE000ETFL201,EL4U,EUR,2019-01-02,2023-12-29,1272
77425467,77425467,DE000ETFL219,EL4V,EUR,2019-01-02,2023-12-29,1272
77535193,77535193,DE000ETFL227,EL4W,EUR,2019-01-02,2023-12-29,1272
74992031,74992031,DE000ETFL235,EL4X,EUR,2019-01-02,2023-12-29,1272
77956598,77956598,DE000ETFL250,EL4Y,EUR,2019-01-02,2023-12-29,1272
77425457,77425457,DE000ETFL268,EL4Z,EUR,2019-01-02,2023-12-29,1272
74991955,74991955,DE000ETFL276,EL41,EUR,2019-01-02,2023-12-29,1272
78360752,78360752,DE000ETFL284,EL42,EUR,2019-01-02,2023-12-29,1272
74992021,74992021,DE000ETFL292,EL43,EUR,2019-01-02,2023-12-29,1272
75057389,75057389,DE000ETFL300,EL44,EUR,2019-01-02,2023-12-29,1272
77425210,77425210,DE000ETFL318,EL45,EUR,2019-01-02,2023-12-29,1272
94343052,94343052,DE000ETFL326,EL46,EUR,2019-01-02,2023-12-29,1272
94342884,94342884,DE000ETFL342,EL40,EUR,2019-01-02,2023-12-29,1272
94343123,94343123,DE000ETFL359,EL48,EUR,2019-01-02,2023-12-29,1272
94342860,94342860,DE000ETFL383,EFQ8,EUR,2019-01-02,2023-12-29,1272
131896756,131896756,DE000ETFL433,ELF0,EUR,2019-01-02,2023-12-29,1272
151155238,151155238,DE000ETFL441,ELF1,EUR,2019-01-02,2023-12-29,1272
195091651,195091651,DE000ETFL466,ELFA,EUR,2019-01-02,2023-12-29,1272
203361903,203361903,DE000ETFL474,ELFB,EUR,2019-01-02,2023-12-29,1272
208402030,208402030,DE000ETFL482,ELFC,EUR,2019-01-02,2023-12-29,1272
220349705,220349705,DE000ETFL490,ELFD,EUR,2019-01-02,2023-12-29,1272
334908575,334908575,DE000ETFL508,ELFW,EUR,2019-01-02,2023-12-29,1272
381766941,381766941,DE000ETFL524,ELFE,EUR,2019-09-03,2023-12-29,1102
381766935,381766935,DE000ETFL532,ELFF,EUR,2019-09-03,2023-12-29,1102
126767717,126767717,DE000EVNK013,EVK,EUR,2019-01-02,2023-12-29,1272
252002180,252002180,DE000FTG1111,FTK,EUR,2019-01-02,2023-12-29,1272
447545377,447545377,DE000HAG0005,HAG,EUR,2020-09-29,2023-12-29,832
211919516,211919516,DE000HLAG475,HLAG,EUR,2019-01-02,2023-12-29,1272
282849236,282849236,DE000JST4000,JST,EUR,2019-01-02,2023-12-29,1272
337007045,337007045,DE000KBX1006,KBX,EUR,2019-01-02,2023-12-29,1272
39914098,39914098,DE000KC01000,KCO,EUR,2019-01-02,2023-12-29,1272
130534388,130534388,DE000KGX8881,KGX,EUR,2019-01-02,2023-12-29,1272
92297916,92297916,DE000KSAG888,SDF,EUR,2019-01-02,2023-12-29,1272
121764205,121764205,DE000LEG1110,LEG,EUR,2019-01-02,2023-12-29,1272
543620066,543620066,DE000LS1LUS9,LUS1,EUR,2022-02-10,2023-12-29,484
641332654,641332654,DE000NCA0001,NCH2,EUR,2023-07-10,2023-12-29,123
588392767,588392767,DE000PAG9113,P911,EUR,2022-09-29,2023-12-29,321
53610946,53610946,DE000PAH0038,PAH3,EUR,2019-01-02,2023-12-29,1272
38614117,38614117,DE000PAT1AG3,PAT,EUR,2019-01-02,2023-12-29,1272
275472749,275472749,DE000PB6BEN9,B4N2,EUR,2019-01-02,2023-12-29,1272
275472744,275472744,DE000PB6D1Z6,B4N1,EUR,2019-01-02,2023-12-29,1272
275472755,275472755,DE000PB6H1T5,B4N3,EUR,2019-01-02,2023-12-29,1272
247178091,247178091,DE000PB6R1B1,BNQC,EUR,2019-01-02,2023-12-29,1272
252066279,252066279,DE000PB8R1N4,BNQQ,EUR,2019-01-02,2023-12-29,1272
132721011,132721011,DE000PSM7770,PSM,EUR,2019-01-02,2023-12-29,1272
310520441,310520441,DE000SHL1006,SHL,EUR,2019-01-02,2023-12-29,1272
583968208,583968208,DE000STAB1L8,STM,EUR,2019-01-02,2023-12-29,1272
204449223,204449223,DE000STRA555,SBS,EUR,2019-01-02,2023-12-29,1272
41963116,41963116,DE000SYM9999,SY1,EUR,2019-01-02,2023-12-29,1272
115333930,115333930,DE000TLX1005,TLX,EUR,2019-01-02,2023-12-29,1272
372849713,372849713,DE000TRAT0N7,8TRA,EUR,2019-06-28,2023-12-29,1149
616392909,616392909,DE000TUAG505,TUI1,EUR,2019-01-02,2023-12-29,1272
671556739,671556739,DE000UNSE026,UN0,EUR,2019-01-02,2023-12-29,1272
44234804,44234804,DE000WACK012,WAC,EUR,2019-01-02,2023-12-29,1272
196889587,196889587,DE000WAF3001,WAF,EUR,2019-01-02,2023-12-29,1272
38724882,38724882,DE000WCH8881,WCH,EUR,2019-01-02,2023-12-29,1272
690403980,690403980,DE000WNDL300,WDL1,EUR,2022-03-07,2023-12-29,467
168731675,168731675,DE000ZAL1111,ZAL,EUR,2019-01-02,2023-12-29,1272
389375206,389375206,DE000ZEAL241,TIMA,EUR,2019-10-29,2023-12-29,1063
16440276,16440276,DK0010181676,CBGA,EUR,2019-01-02,2023-12-29,1272
12604095,12604095,DK0010181759,CARL.B,DKK,2019-01-02,2023-12-29,1251
12605302,12605302,DK0010201102,KBHL,DKK,2019-01-02,2023-12-29,1251
12605239,12605239,DK0010218429,BO,DKK,2019-01-02,2023-12-29,1251
12605287,12605287,DK0010234467,FLS,DKK,2019-01-02,2023-12-29,1251
652838449,652838449,DK0010237643,PARKEN,DKK,2023-09-08,2023-12-29,79
25846066,25846066,DK0010244425,MAERSK.A,DKK,2019-01-02,2023-12-29,1251
12605265,12605265,DK0010244508,MAERSK.B,DKK,2019-01-02,2023-12-29,1251
137495594,137495594,DK0010247956,BIF,DKK,2019-01-02,2023-12-29,1251
140078915,140078915,DK0010253921,SCHO,DKK,2019-01-02,2023-12-29,1251
80814107,80814107,DK0010267129,RTE,EUR,2019-01-02,2023-12-29,1272
652838467,652838467,DK0010268366,COLUM,DKK,2023-09-08,2023-12-29,79
433431728,433431728,DK0010270347,NORTHM,DKK,2020-07-13,2023-12-29,874
652838470,652838470,DK0010271238,STRINV,DKK,2023-09-08,2023-12-29,79
44010763,44010763,DK0010272202,GMAB,DKK,2019-01-02,2023-12-29,1251
12604128,12604128,DK0010272632,GN,DKK,2019-01-02,2023-12-29,1251
12604068,12604068,DK0010274414,DANSKE,DKK,2019-01-02,2023-12-29,1251
78360767,78360767,DK0010274844,ZVR,EUR,2019-01-02,2023-12-29,1272
12605336,12605336,DK0010287663,NKT,DKK,2019-01-02,2023-12-29,1251
12605299,12605299,DK0010307958,JYSK,DKK,2019-01-02,2023-12-29,1251
35052262,35052262,DK0010311471,SYDB,DKK,2019-01-02,2023-12-29,1251
652838422,652838422,DK0011048619,BIOPOR,DKK,2023-09-08,2023-12-29,79
140077506,140077506,DK0015250344,ALMB,DKK,2019-01-02,2023-12-29,1251
44011582,44011582,DK0015998017,BAVA,DKK,2019-01-02,2023-12-29,1251
517611067,517611067,DK0060030286,C6F,EUR,2021-09-29,2023-12-29,578
440505473,440505473,DK0060055861,CHY,EUR,2020-08-18,2023-12-29,862
44165865,44165865,DK0060079531,DSV,DKK,2019-01-02,2023-12-29,1251
47991408,47991408,DK0060083210,DNORD,DKK,2019-01-02,2023-12-29,1251
242060078,242060078,DK0060094928,ORSTED,DKK,2019-01-02,2023-12-29,1250
652838482,652838482,DK0060124691,GABR,DKK,2023-09-08,2023-12-29,79
80386066,80386066,DK0060252690,3P7,EUR,2019-01-02,2023-12-29,1272
82368725,82368725,DK0060257814,22Z,EUR,2019-01-02,2023-12-29,1272
98293256,98293256,DK0060336014,NSIS.B,DKK,2019-01-02,2023-12-29,1251
118804507,118804507,DK0060448595,COLO.B,DKK,2019-01-02,2023-12-29,1251
140078900,140078900,DK0060497295,MATAS,DKK,2019-01-02,2023-12-29,1251
155246751,155246751,DK0060542181,ISS,DKK,2019-01-02,2023-12-29,1251
251932868,251932868,DK0060580512,NNIT,DKK,2019-01-02,2023-12-29,1251
193460257,193460257,DK0060634707,RBREW,DKK,2019-01-02,2023-12-29,1251
193901207,193901207,DK0060636678,TRYG,DKK,2019-01-02,2023-12-29,1251
206867091,206867091,DK0060655629,DFDS,DKK,2019-01-02,2023-12-29,1251
222262818,222262818,DK0060696300,8ZI,EUR,2019-01-02,2023-12-29,1272
221122123,221122123,DK0060700516,PAAL.B,DKK,2019-01-02,2023-12-29,1251
233883811,233883811,DK0060738599,WDH1,EUR,2019-01-02,2023-12-29,1272
652838402,652838402,DK0060817898,GREENM,DKK,2023-09-08,2023-12-29,79
277296354,277296354,DK0060854669,RILBA,DKK,2019-01-02,2023-12-29,1251
297782928,297782928,DK0060945467,5PG,NOK,2019-01-02,2023-12-29,1256
300458168,300458168,DK0060946788,AMBU.B,DKK,2019-01-02,2023-12-29,1251
435247561,435247561,DK0060952919,NETC,DKK,2020-07-17,2023-12-29,870
367283209,367283209,DK0061027356,SPG,DKK,2019-05-21,2023-12-29,1156
365587395,365587395,DK0061141215,NRSA,EUR,2019-06-05,2023-12-29,1165
652838442,652838442,DK0061152170,ROV,DKK,2023-09-08,2023-12-29,79
469014527,469014527,DK0061412772,CADLR,NOK,2021-04-19,2023-12-29,540
651089938,651089938,DK0061412855,HUSCO,DKK,2023-08-30,2023-12-29,86
481449560,481449560,DK0061539921,VWSYF,USD,2019-01-02,2023-12-29,1256
552334668,552334668,DK0061686714,AOJ.B,DKK,2022-03-28,2023-12-29,442
551795870,551795870,DK0061802139,4AJ0,EUR,2022-03-28,2023-12-29,452
566597431,566597431,DK0061804697,LDBB,EUR,2022-06-10,2023-12-29,400
566350632,566350632,DK0061804770,HLUN.B,DKK,2022-06-10,2023-12-29,395
652806383,652806383,DK0062498333,NOVO.B,DKK,2019-01-02,2023-12-29,1251
773310449,773310449,DK0063855168,R902,EUR,2019-01-02,2023-12-29,1272
517611125,517611125,EE0000001105,UE8,EUR,2021-09-29,2023-12-29,578
159134192,159134192,ES0105025003,MRL,EUR,2019-01-02,2023-12-29,1280
160531120,160531120,ES0105027009,LOG,EUR,2019-01-02,2023-12-29,1280
159095244,159095244,ES0105029005,FACE,EUR,2019-01-02,2023-12-29,1280
192055637,192055637,ES0105043006,NTH1,EUR,2019-01-02,2023-12-29,1280
793083522,793083522,ES0105046017,AENA,EUR,2019-01-02,2023-12-29,1280
189698617,189698617,ES0105062022,NBI,EUR,2019-01-02,2023-12-29,1280
193517754,193517754,ES0105066007,CLNX,EUR,2019-01-02,2023-12-29,1280
199363520,199363520,ES0105079000,GRE,EUR,2019-01-02,2023-12-29,1280
209243785,209243785,ES0105089009,LLN,EUR,2019-01-02,2023-12-29,1280
302827946,302827946,ES0105122024,MVC,EUR,2019-01-02,2023-12-29,1280
231268800,231268800,ES0105130001,DOM,EUR,2019-01-02,2023-12-29,1280
241806275,241806275,ES0105148003,ATRY,EUR,2019-01-02,2023-12-29,1280
272334037,272334037,ES0105223004,GEST,EUR,2019-01-02,2023-12-29,1280
269734632,269734632,ES0105229001,CASH,EUR,2019-01-02,2023-12-29,1280
271222137,271222137,ES0105251005,HOME,EUR,2019-01-02,2023-12-29,1280
292922311,292922311,ES0105287009,AEDAS,EUR,2019-01-02,2023-12-29,1280
342814618,342814618,ES0105375002,EAT,EUR,2019-01-02,2023-12-29,1280
393652614,393652614,ES0105456026,HLZ,EUR,2019-11-29,2023-12-29,1046
451708538,451708538,ES0105509006,480S,EUR,2020-10-23,2023-12-29,817
594942604,594942604,ES0105517025,EIDF,EUR,2021-07-07,2023-12-29,638
484702257,484702257,ES0105546008,LDA,EUR,2021-04-29,2023-12-29,687
501511348,501511348,ES0105589008,END,EUR,2021-07-09,2023-12-29,636
504234874,504234874,ES0105591004,LLYC,EUR,2021-07-22,2023-12-29,627
529890185,529890185,ES0105611000,SNG1,EUR,2021-12-01,2023-12-29,533
550326444,550326444,ES0105618005,VYT,EUR,2022-03-15,2023-12-29,461
48871177,48871177,ES0105630315,CIE,EUR,2019-01-02,2023-12-29,1280
548534193,548534193,ES0105634002,ENRS,EUR,2022-03-07,2023-12-29,467
569803284,569803284,ES0105638003,LAB,EUR,2022-06-24,2023-12-29,390
561974740,561974740,ES0105650008,SAI,EUR,2022-05-17,2023-12-29,418
575987328,575987328,ES0105659009,APG,EUR,2022-08-01,2023-12-29,364
576106692,576106692,ES0105670006,UMB1,EUR,2022-09-09,2023-12-29,335
771550174,771550174,ES0105716130,VANA,EUR,2023-07-20,2023-12-29,115
644846727,644846727,ES0105724001,RMT,EUR,2023-07-27,2023-12-29,109
74792133,74792133,ES0109067019,AMS,EUR,2019-01-02,2023-12-29,1280
34390116,34390116,ES0109427734,A3M,EUR,2019-01-02,2023-12-29,1280
48880610,48880610,ES0110047919,OLE,EUR,2019-01-02,2023-12-29,1280
89258073,89258073,ES0112320009,COM1,EUR,2019-01-02,2023-12-29,1280
2949862,2949862,ES0112458312,AZK,EUR,2019-01-02,2023-12-29,1280
2589591,2589591,ES0112501012,EBRO,EUR,2019-01-02,2023-12-29,1280
30314149,30314149,ES0113211835,BBVA,EUR,2019-01-02,2023-12-29,1280
626089314,626089314,ES0113312021,ALC,EUR,2019-01-02,2023-12-29,1280
45201369,45201369,ES0113679I37,BKT,EUR,2019-01-02,2023-12-29,1280
44150571,44150571,ES0113860A34,SAB1,EUR,2019-01-02,2023-12-29,1280
30314144,30314144,ES0113900J37,SAN,EUR,2019-01-02,2023-12-29,1280
48880627,48880627,ES0114820113,VOC,EUR,2019-01-02,2023-12-29,1280
917433,917433,ES0116870314,NTGY,EUR,2019-01-02,2023-12-29,1279
4810659,4810659,ES0118594417,IDR,EUR,2019-01-02,2023-12-29,1280
48871160,48871160,ES0119037010,CBAV,EUR,2019-01-02,2023-12-29,1280
917454,917454,ES0122060314,FCC,EUR,2019-01-02,2023-12-29,1280
41267871,41267871,ES0124244E34,MAP,EUR,2019-01-02,2023-12-29,1280
69354442,69354442,ES0125140A14,ECR,EUR,2019-01-02,2023-12-29,1280
917436,917436,ES0125220311,ANA,EUR,2019-01-02,2023-12-29,1280
328452921,328452921,ES0126962069,NXT,EUR,2019-01-02,2023-12-29,1280
51689221,51689221,ES0127797019,EDPR,EUR,2019-01-02,2023-12-29,1282
44008820,44008820,ES0130625512,ENC,EUR,2019-01-02,2023-12-29,1280
30314174,30314174,ES0130670112,ELE,EUR,2019-01-02,2023-12-29,1280
15824414,15824414,ES0130960018,ENG,EUR,2019-01-02,2023-12-29,1280
30314161,30314161,ES0132105018,ACX,EUR,2019-01-02,2023-12-29,1280
2950137,2950137,ES0132945017,TUB2,EUR,2019-01-02,2023-12-29,1280
84110096,84110096,ES0133421000,EEP,EUR,2019-01-02,2023-12-29,1280
42765325,42765325,ES0134950F36,FAE,EUR,2019-01-02,2023-12-29,1280
48871211,48871211,ES0136463017,ADX,EUR,2019-01-02,2023-12-29,1280
48871204,48871204,ES0137650018,FDR,EUR,2019-01-02,2023-12-29,1280
241892013,241892013,ES0139140174,COL,EUR,2019-01-02,2023-12-29,1280
48832907,48832907,ES0140609019,CABK,EUR,2019-01-02,2023-12-29,1280
282843233,282843233,ES0141571192,GAM,EUR,2019-01-02,2023-12-29,1280
48880568,48880568,ES0142090317,OHLA,EUR,2019-01-02,2023-12-29,1280
46586284,46586284,ES0144580Y14,IBE,EUR,2019-01-02,2023-12-29,1280
162084958,162084958,ES0148396007,ITX,EUR,2019-01-02,2023-12-29,1280
587790161,587790161,ES0150480194,NYE,EUR,2019-01-02,2023-12-29,1279
48871226,48871226,ES0152768612,AI1,EUR,2019-01-02,2023-12-29,1279
139831905,139831905,ES0154653911,ISUR,EUR,2019-01-02,2023-12-29,1280
48871142,48871142,ES0157097017,ALM,EUR,2019-01-02,2023-12-29,1271
47557961,47557961,ES0157261019,ROVI,EUR,2019-01-02,2023-12-29,1280
374342324,374342324,ES0162600003,MDF,EUR,2019-07-10,2023-12-29,1148
207605363,207605363,ES0165359029,RJF,EUR,2019-01-02,2023-12-29,1280
30314131,30314131,ES0167050915,ACS,EUR,2019-01-02,2023-12-29,1280
215212708,215212708,ES0167733015,ORY,EUR,2019-01-02,2023-12-29,1280
435899583,435899583,ES0169501022,PHM,EUR,2020-07-22,2023-12-29,884
48880576,48880576,ES0170884417,PRM,EUR,2019-01-02,2023-12-29,1280
139600010,139600010,ES0171613005,NAT,EUR,2019-01-02,2023-12-29,1277
898255217,898255217,ES01717430J3,PRS,EUR,2019-01-02,2023-12-29,1280
217481604,217481604,ES0171996087,GRF,EUR,2019-01-02,2023-12-29,1280
239949851,239949851,ES0173093024,RED,EUR,2019-01-02,2023-12-29,1280
52292766,52292766,ES0173358039,R4,EUR,2019-01-02,2023-12-29,1280
30314140,30314140,ES0173516115,REP,EUR,2019-01-02,2023-12-29,1280
48880606,48880606,ES0173908015,RLIA,EUR,2019-01-02,2023-12-29,1280
110206166,110206166,ES0175438003,PSG,EUR,2019-01-02,2023-12-29,1280
601036001,601036001,ES0175589029,SCO,EUR,2022-12-02,2023-12-29,275
2487794,2487794,ES0176252718,MEL,EUR,2019-01-02,2023-12-29,1280
48880615,48880615,ES0178165017,TRE,EUR,2019-01-02,2023-12-29,1280
80742557,80742557,ES0178430E18,TEFOF,USD,2019-01-02,2023-12-29,1255
48880616,48880616,ES0180850416,TRG,EUR,2019-01-02,2023-12-29,1280
281130176,281130176,ES0180907000,UNI1,EUR,2019-01-02,2023-12-29,1280
62049591,62049591,ES0180918015,GSJ,EUR,2019-01-02,2023-12-29,1280
2950148,2950148,ES0182280018,UBS,EUR,2019-01-02,2023-12-29,1280
917508,917508,ES0182870214,SCYR,EUR,2019-01-02,2023-12-29,1280
459530954,459530954,ES0183304080,SQRL,EUR,2020-12-11,2023-12-29,781
2950185,2950185,ES0183746314,VID,EUR,2019-01-02,2023-12-29,1280
917515,917515,ES0184262212,VIS,EUR,2019-01-02,2023-12-29,1280
82818627,82818627,FI0009000251,SOMB,EUR,2019-01-02,2023-12-29,1272
206818561,206818561,FI0009000400,A8X,EUR,2019-01-02,2023-12-29,1272
215497867,215497867,FI0009005078,PON,EUR,2019-01-02,2023-12-29,1257
15681527,15681527,FI0009005318,TYRES,EUR,2019-01-02,2023-12-29,1257
33460176,33460176,FI0009005953,STEAV,EUR,2019-01-02,2023-12-29,1258
603508695,603508695,FI0009006308,HK4,EUR,2022-12-16,2023-12-29,265
393881358,393881358,FI0009006407,ICP1,EUR,2019-12-03,2023-12-29,1024
21915995,21915995,FI0009007694,SANOMA,EUR,2019-01-02,2023-12-29,1258
438052700,438052700,FI0009009377,AP6,EUR,2020-08-05,2023-12-29,871
83974240,83974240,FI0009013114,ALMA,EUR,2019-01-02,2023-12-29,1258
34781486,34781486,FI0009013403,KNEBV,EUR,2019-01-02,2023-12-29,1258
290085853,290085853,FI0009014351,ORIOLA,EUR,2019-01-02,2023-12-29,1258
51619006,51619006,FI0009800098,AFAGR,EUR,2019-01-02,2023-12-29,1258
27615680,27615680,FI0009800643,YIT,EUR,2019-01-02,2023-12-29,1258
