timestamp,symbol,phase,elapsed_ms,elapsed_s,success,message
2026-08-17T12:12:08.446,MGP1.XFRA,historical-SMART,359,0.359,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:12.545,MGP1.XFRA,snapshot-SMART,4092,4.092,false,Zeitüberschreitung beim Abruf der IBKR-Daten.
2026-08-17T12:12:13.443,MH5B.XFRA,historical-FWB2,359,0.359,true,IBKR-Quotes fuer MH5B wurden empfangen.
2026-08-17T12:12:14.330,MIO.XFRA,historical-SMART,327,0.327,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:15.433,MIO.XFRA,snapshot-SMART,1108,1.108,true,IBKR-Snapshot fuer MCON wurde empfangen.
2026-08-17T12:12:16.341,MIVU.XFRA,historical-SMART,281,0.281,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:17.006,MIVU.XFRA,snapshot-SMART,672,0.672,true,IBKR-Snapshot fuer MIVU wurde empfangen.
2026-08-17T12:12:18.048,MJB.XFRA,historical-SMART,530,0.530,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:18.990,MJB.XFRA,snapshot-SMART,954,0.954,true,IBKR-Snapshot fuer MGR wurde empfangen.
2026-08-17T12:12:19.804,MJP.XFRA,historical-SMART,311,0.311,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:20.873,MJP.XFRA,snapshot-SMART,1063,1.063,true,IBKR-Snapshot fuer MJP wurde empfangen.
2026-08-17T12:12:21.678,MMT.XFRA,historical-SMART,296,0.296,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:22.474,MMT.XFRA,snapshot-SMART,797,0.797,true,IBKR-Snapshot fuer MMT wurde empfangen.
2026-08-17T12:12:23.372,MNL.XFRA,historical-SMART,282,0.282,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:24.291,MNL.XFRA,snapshot-SMART,920,0.920,true,IBKR-Snapshot fuer MNL wurde empfangen.
2026-08-17T12:12:25.091,MOC.XFRA,historical-FWB2,281,0.281,false,IBKR-Fehler 162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: MOC@FWB2 Trades
2026-08-17T12:12:29.164,MOC.XFRA,snapshot-FWB2,4077,4.077,false,Zeitüberschreitung beim Abruf der IBKR-Daten.
2026-08-17T12:12:29.331,MOC.XFRA,snapshot-SMART,172,0.172,false,IBKR-Fehler 200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
2026-08-17T12:12:30.084,MOS.XFRA,historical-SMART,297,0.297,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:30.634,MOS.XFRA,snapshot-SMART,547,0.547,true,IBKR-Snapshot fuer OBEL wurde empfangen.
2026-08-17T12:12:31.531,MPG.XFRA,historical-FWB,156,0.156,false,IBKR-Fehler 200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
2026-08-17T12:12:32.380,MR3.XFRA,historical-SMART,312,0.312,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:33.235,MR3.XFRA,snapshot-SMART,843,0.843,true,IBKR-Snapshot fuer IWB wurde empfangen.
2026-08-17T12:12:39.317,MS4A.XFRA,historical-FWB,5593,5.593,false,IBKR-Fehler 162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: MS4A@FWB Trades
2026-08-17T12:12:39.985,MS4A.XFRA,snapshot-FWB,656,0.656,true,IBKR-Snapshot fuer MS4A wurde empfangen.
2026-08-17T12:12:40.847,MSBA.XFRA,historical-SMART,297,0.297,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:41.292,MSBA.XFRA,snapshot-SMART,436,0.436,true,IBKR-Snapshot fuer MEMS wurde empfangen.
2026-08-17T12:12:42.185,MSPA.XFRA,historical-SMART,266,0.266,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
