date,nav,cash,cash_frac,n_stocks,trades,eligible_count
2019-01-30,0.9999999999999999,0.9999999999999999,1.0,0,0,1159
2019-01-31,0.9990000000000002,0.0,0.0,100,100,1193
2019-02-01,1.0031302976038952,0.0,0.0,100,100,1105
2019-02-04,1.0053863205407065,0.0,0.0,100,100,1416
2019-02-05,1.0133096998513673,0.0,0.0,100,100,1442
2019-02-06,1.0137981874097677,0.0,0.0,100,102,1343
2019-02-07,0.9977723457915555,0.0,0.0,100,102,1166
2019-02-08,0.9928831410648715,0.0,0.0,100,102,1030
2019-02-11,0.9997732974000345,0.0,0.0,100,104,1128
2019-02-12,1.01053405184952,0.0,0.0,100,104,1221
2019-02-13,1.0129884106929012,0.0,0.0,100,106,1257
2019-02-14,1.0115193848764672,0.0,0.0,100,106,1219
2019-02-15,1.0185728835973498,0.0,0.0,100,110,1104
2019-02-18,1.023652461715361,0.0,0.0,100,112,1160
2019-02-19,1.0285140717902421,0.0,0.0,100,112,1282
2019-02-20,1.0303559965993216,0.0,0.0,100,112,1325
2019-02-21,1.0274351073664028,0.0,0.0,100,116,1271
2019-02-22,1.0387026122908225,0.0,0.0,100,118,1170
2019-02-25,1.0425082901960596,0.0,0.0,100,122,1299
2019-02-26,1.0481894614412162,0.0,0.0,100,128,1251
2019-02-27,1.043318112474128,0.0,0.0,100,132,1233
2019-02-28,1.0422815458439245,0.0,0.0,100,132,1141
2019-03-01,1.0500959493260926,0.0,0.0,100,134,1224
2019-03-04,1.0535193205181697,0.0,0.0,100,136,1165
2019-03-05,1.053079955457684,0.0,0.0,100,142,1040
2019-03-06,1.0432363244950658,0.0,0.0,100,146,984
2019-03-07,1.0292957741573314,0.0,0.0,100,146,1043
2019-03-08,1.0220387646471796,0.0,0.0,100,148,1038
2019-03-11,1.0331339851057275,0.0,0.0,100,152,1074
2019-03-12,1.0375189137896443,0.0,0.0,100,158,987
2019-03-13,1.0391954667731664,0.0,0.0,100,162,924
2019-03-14,1.0392808910248073,0.0,0.0,100,166,951
2019-03-15,1.0459005546285223,0.0,0.0,100,170,944
2019-03-18,1.0524604317980206,0.0,0.0,100,174,948
2019-03-19,1.053494099739521,0.0,0.0,100,176,984
2019-03-20,1.0488915876108869,0.0,0.0,100,176,873
2019-03-21,1.0596810868203181,0.0,0.0,100,180,948
2019-03-22,1.0340839675754774,0.0,0.0,100,182,736
2019-03-25,1.025628215457722,0.0,0.0,100,188,605
2019-03-26,1.0329381568807643,0.0,0.0,100,194,733
2019-03-27,1.0282538536824473,0.0,0.0,100,194,706
2019-03-28,1.03146311601338,0.0,0.0,100,198,707
2019-03-29,1.0431703500885998,0.0,0.0,100,204,689
2019-04-01,1.0610211558571294,0.0,0.0,100,206,820
2019-04-02,1.0635690920724319,0.0,0.0,100,212,860
2019-04-03,1.0764545238782606,0.0,0.0,100,218,1026
2019-04-04,1.0643635536695708,0.0,0.0,100,220,1113
2019-04-05,1.0705274438312367,0.0,0.0,100,222,1315
2019-04-08,1.0782518667345398,0.0,0.0,100,224,1203
2019-04-09,1.0690127322743799,0.0,0.0,100,228,1071
2019-04-10,1.07604891270689,0.0,0.0,100,228,1072
2019-04-11,1.0761674711405562,0.0,0.0,100,230,1084
2019-04-12,1.0845271045377312,0.0,0.0,100,230,1050
2019-04-15,1.0863459245072826,0.0,0.0,100,236,1031
2019-04-16,1.0875655591227773,0.0,0.0,100,238,1041
2019-04-17,1.0817080381453423,0.0,0.0,100,240,1103
2019-04-18,1.0761703616904472,0.0,0.0,100,240,1032
2019-04-19,1.0763303092577972,0.0,0.0,100,254,1121
2019-04-22,1.0820871292867784,0.0,0.0,100,256,1222
2019-04-23,1.0910886373244801,0.0,0.0,100,258,1158
2019-04-24,1.086613894795256,0.0,0.0,100,260,1155
2019-04-25,1.0789917090457948,0.0,0.0,100,260,1189
2019-04-26,1.0766681746438425,0.0,0.0,100,262,1112
2019-04-29,1.0807701659503337,0.0,0.0,100,264,992
2019-04-30,1.0820085581358385,0.0,0.0,100,264,966
2019-05-01,1.078516838437912,0.0,0.0,100,270,816
2019-05-02,1.0760052152198822,0.009865655718750007,0.009168780577642418,99,275,634
2019-05-03,1.0858145637085057,0.0,0.0,100,308,634
2019-05-06,1.074389918874161,0.0,0.0,100,310,564
2019-05-07,1.066466097137128,0.0,0.0,100,316,522
2019-05-08,1.0706091653026633,0.0,0.0,100,318,482
2019-05-09,1.0576875667085406,0.0,0.0,100,322,395
2019-05-10,1.0592648361095605,0.0,0.0,100,328,382
2019-05-13,1.0391319456854762,0.0,0.0,100,334,304
2019-05-14,1.0591751116984476,0.0,0.0,100,346,338
2019-05-15,1.0663328484143928,0.0,0.0,100,354,411
2019-05-16,1.078724710965474,0.0,0.0,100,354,474
2019-05-17,1.0747856576083905,0.0,0.0,100,356,486
2019-05-20,1.0627937105680045,0.0,0.0,100,356,452
2019-05-21,1.0732293215393047,0.0,0.0,100,366,419
2019-05-22,1.0726535596383073,0.0,0.0,100,370,416
2019-05-23,1.056402384502398,0.0,0.0,100,374,397
2019-05-24,1.0629265005143997,0.0,0.0,100,382,371
2019-05-27,1.0689756534675452,0.0,0.0,100,386,371
2019-05-28,1.07346578082214,0.0,0.0,100,386,364
2019-05-29,1.0574249868346621,0.0,0.0,100,396,312
2019-05-30,1.0629034989059065,0.0,0.0,100,396,334
2019-05-31,1.0558721251973096,0.0,0.0,100,402,301
2019-06-03,1.0449924078650952,0.0,0.0,100,410,329
2019-06-04,1.0428300732889377,0.0,0.0,100,420,452
2019-06-05,1.0535972868922256,0.0,0.0,100,424,558
2019-06-06,1.0530979130431422,0.0,0.0,100,432,668
2019-06-07,1.0653583236149828,0.0,0.0,100,438,714
2019-06-10,1.0704101225672855,0.0,0.0,100,440,892
2019-06-11,1.0721237710203935,0.0,0.0,100,440,888
2019-06-12,1.0748796544763148,0.0,0.0,100,450,789
2019-06-13,1.0726118414040486,0.0,0.0,100,456,667
2019-06-14,1.071490115085919,0.0,0.0,100,458,656
2019-06-17,1.06782475725216,0.0,0.0,100,460,706
2019-06-18,1.0749875259731838,0.0,0.0,100,460,740
2019-06-19,1.0757654889674644,0.0,0.0,100,462,821
2019-06-20,1.0828508201936626,0.0,0.0,100,470,1076
2019-06-21,1.0774228509988497,0.0,0.0,100,470,997
2019-06-24,1.0741494660690316,0.0,0.0,100,474,956
2019-06-25,1.059855730239422,0.0,0.0,100,474,913
2019-06-26,1.0545511372908096,0.0,0.0,100,482,1008
2019-06-27,1.0630947986192116,0.0,0.0,100,484,1078
2019-06-28,1.0680726849506517,0.0,0.0,100,486,1239
2019-07-01,1.0699826001256667,0.0,0.0,100,492,1410
2019-07-02,1.0747359091057753,0.0,0.0,100,494,1366
2019-07-03,1.0824461609004083,0.0,0.0,100,496,1300
2019-07-04,1.0837943237880654,0.0,0.0,100,498,1348
2019-07-05,1.0822442415039677,0.0,0.0,100,500,1239
2019-07-08,1.0747574404479667,0.0,0.0,100,500,1087
2019-07-09,1.0770812105570622,0.0,0.0,100,506,955
2019-07-10,1.083917939389156,0.0,0.0,100,506,990
2019-07-11,1.087182810421788,0.0,0.0,100,508,1075
2019-07-12,1.0878289657613271,0.0,0.0,100,512,1071
2019-07-15,1.0885879906720313,0.0,0.0,100,512,1166
2019-07-16,1.0904521313655036,0.0,0.0,100,514,1061
2019-07-17,1.0899624218219597,0.0,0.0,100,518,848
2019-07-18,1.0924137587372138,0.0,0.0,100,522,697
2019-07-19,1.0975402308317566,0.0,0.0,100,526,796
2019-07-22,1.1043083601680383,0.0,0.0,100,528,835
2019-07-23,1.1104377637737308,0.0,0.0,100,530,1046
2019-07-24,1.1220764557315608,0.0,0.0,100,532,1148
2019-07-25,1.118754939262454,0.0,0.0,100,532,1010
2019-07-26,1.1202842545234653,0.0,0.0,100,534,924
2019-07-29,1.1179498343048777,0.0,0.0,100,536,779
2019-07-30,1.114670168883369,0.0,0.0,100,544,680
2019-07-31,1.1066417863209095,0.0,0.0,100,546,580
2019-08-01,1.1148722035694594,0.0,0.0,100,546,561
2019-08-02,1.0991999145805658,0.0,0.0,100,546,431
2019-08-05,1.0675668160699772,0.0,0.0,100,558,329
2019-08-06,1.0776096318230786,0.0,0.0,100,572,349
2019-08-07,1.0928082845301084,0.0,0.0,100,574,363
2019-08-08,1.1050162832510093,0.0,0.0,100,578,461
2019-08-09,1.1053727381244125,0.0,0.0,100,584,445
2019-08-12,1.0972518625357868,0.0,0.0,100,588,408
2019-08-13,1.0951040616752543,0.0,0.0,100,590,428
2019-08-14,1.071954535811761,0.0,0.0,100,596,387
2019-08-15,1.0673478254444126,0.0,0.0,100,602,376
2019-08-16,1.0745766385334394,0.0,0.0,100,606,406
2019-08-19,1.0784655728483827,0.0,0.0,100,608,462
2019-08-20,1.0826963528648337,0.0,0.0,100,618,435
2019-08-21,1.093509224549287,0.0,0.0,100,620,448
2019-08-22,1.0887188082628392,0.0,0.0,100,628,434
2019-08-23,1.0852583337545667,0.0,0.0,100,632,385
2019-08-26,1.0914551327977648,0.0,0.0,100,640,363
2019-08-27,1.0969441630792929,0.0,0.0,100,648,418
2019-08-28,1.0967195139274215,0.0,0.0,100,656,427
2019-08-29,1.0931446147350812,0.0,0.0,100,660,444
2019-08-30,1.094849722350711,0.0,0.0,100,668,596
2019-09-02,1.0942159807120804,0.0,0.0,100,676,875
2019-09-03,1.0993370246460341,0.0,0.0,100,678,839
2019-09-04,1.1087487972284584,0.0,0.0,100,682,896
2019-09-05,1.1059666246574442,0.0,0.0,100,684,915
2019-09-06,1.0998403838150095,0.0,0.0,100,690,999
2019-09-09,1.0881790888447964,0.0,0.0,100,690,1100
2019-09-10,1.0679024922732494,0.0,0.0,100,698,1126
2019-09-11,1.0769801356011615,0.0,0.0,100,702,1358
2019-09-12,1.0791843408138546,0.0,0.0,100,704,1456
2019-09-13,1.0746562007541913,0.0,0.0,100,710,1415
2019-09-16,1.069870711815382,0.0,0.0,100,712,1300
2019-09-17,1.071424702022838,0.0,0.0,100,716,1337
2019-09-18,1.075563800661936,0.0,0.0,100,722,1271
2019-09-19,1.0803499218014707,0.0,0.0,100,724,1343
2019-09-20,1.082615087199764,0.0,0.0,100,726,1446
2019-09-23,1.0810817926585707,0.0,0.0,100,730,1436
2019-09-24,1.0764575028187318,0.0,0.0,100,730,1383
2019-09-25,1.064558329546261,0.0,0.0,100,734,1312
2019-09-26,1.0618947286895992,0.0,0.0,100,738,1254
2019-09-27,1.057667801386804,0.0,0.0,100,742,1169
2019-09-30,1.0621755490071547,0.0,0.0,100,746,1173
2019-10-01,1.0548596707314164,0.0,0.0,100,752,1159
2019-10-02,1.0369381217067213,0.0,0.0,100,756,867
2019-10-03,1.0318075362688568,0.0,0.0,100,764,627
2019-10-04,1.0437675200440084,0.0,0.0,100,780,692
2019-10-07,1.0531582453317936,0.0,0.0,100,784,673
2019-10-08,1.0444251991238576,0.0,0.0,100,788,603
2019-10-09,1.0479792114282371,0.0,0.0,100,800,504
2019-10-10,1.0509076189649804,0.0,0.0,100,800,462
2019-10-11,1.0656188811951341,0.0,0.0,100,802,541
2019-10-14,1.0670822765323271,0.0,0.0,100,804,558
2019-10-15,1.0762950442725239,0.0,0.0,100,810,677
2019-10-16,1.079608031409379,0.0,0.0,100,818,714
2019-10-17,1.081985054367033,0.0,0.0,100,820,631
2019-10-18,1.07630218713623,0.0,0.0,100,822,626
2019-10-21,1.0745716288554925,0.0,0.0,100,824,754
2019-10-22,1.0726495515258532,0.0,0.0,100,824,771
2019-10-23,1.069300162805672,0.0,0.0,100,826,840
2019-10-24,1.071920784046143,0.0,0.0,100,828,864
2019-10-25,1.067370333126141,0.0,0.0,100,834,956
2019-10-28,1.0695508186167233,0.0,0.0,100,836,1033
2019-10-29,1.0763009415537055,0.0,0.0,100,836,1057
2019-10-30,1.070772708179608,0.0,0.0,100,838,1230
2019-10-31,1.067026585317698,0.0,0.0,100,842,1299
2019-11-01,1.0744151494208283,0.0,0.0,100,842,1255
2019-11-04,1.0816068854353547,0.0,0.0,100,844,1298
2019-11-05,1.0789761467601053,0.0,0.0,100,848,1367
2019-11-06,1.0760258291654818,0.0,0.0,100,848,1368
2019-11-07,1.074164477446921,0.0,0.0,100,850,1387
2019-11-08,1.0781337186831288,0.0,0.0,100,850,1296
2019-11-11,1.0842458043803203,0.0,0.0,100,856,1299
2019-11-12,1.082539287134182,0.0,0.0,100,856,1242
2019-11-13,1.078873622763748,0.0,0.0,100,858,1171
2019-11-14,1.0829524798316499,0.0,0.0,100,862,1138
2019-11-15,1.0953509231164251,0.0,0.0,100,864,1249
2019-11-18,1.1090644978571826,0.0,0.0,100,866,1187
2019-11-19,1.1055044584459708,0.0,0.0,100,868,1186
2019-11-20,1.099055404633728,0.0,0.0,100,872,1100
2019-11-21,1.0907663889195314,0.0,0.0,100,878,999
2019-11-22,1.099235262212281,0.0,0.0,100,886,1026
2019-11-25,1.1034384137314763,0.0,0.0,100,888,1090
2019-11-26,1.1094408956729267,0.0,0.0,100,890,1153
2019-11-27,1.1142832499027675,0.0,0.0,100,892,1193
2019-11-28,1.1162995606684816,0.0,0.0,100,892,1217
2019-11-29,1.1133788646993308,0.0,0.0,100,898,1058
2019-12-02,1.1099645436978955,0.0,0.0,100,898,905
2019-12-03,1.1038269064340287,0.0,0.0,100,900,759
2019-12-04,1.113631590726688,0.0,0.0,100,904,768
2019-12-05,1.1115015340535939,0.0,0.0,100,906,777
2019-12-06,1.11766773300193,0.0,0.0,100,908,853
2019-12-09,1.1218102845114999,0.0,0.0,100,912,837
2019-12-10,1.1165838967130182,0.0,0.0,100,918,764
2019-12-11,1.1103518092530003,0.0,0.0,100,920,817
2019-12-12,1.1053741249028202,0.0,0.0,100,922,907
2019-12-13,1.110844054375246,0.0,0.0,100,922,948
2019-12-16,1.1191582932776483,0.0,0.0,100,930,1072
2019-12-17,1.1249093860375456,0.0,0.0,100,932,1090
2019-12-18,1.1186055397305599,0.0,0.0,100,936,1142
2019-12-19,1.1201591764505925,0.0,0.0,100,940,1194
2019-12-20,1.1312679632479186,0.0,0.0,100,942,1229
2019-12-23,1.1346831088848353,0.0,0.0,100,944,1123
2019-12-24,1.141923950362502,0.0,0.0,100,944,1053
2019-12-25,1.1416454921738903,0.0,0.0,100,944,951
2019-12-26,1.142345062812803,0.0,0.0,100,944,1010
2019-12-27,1.14177920420468,0.0,0.0,100,952,1098
2019-12-30,1.1375900995038903,0.0,0.0,100,952,1094
2019-12-31,1.1372046648926575,0.0,0.0,100,952,1156
2020-01-02,1.146717804264662,0.0,0.0,100,952,1179
2020-01-03,1.1407678514192912,0.0,0.0,100,954,1080
2020-01-06,1.1334278791143055,0.0,0.0,100,958,890
2020-01-07,1.1422968220392355,0.0,0.0,100,958,951
2020-01-08,1.1395143297821497,0.0,0.0,100,968,995
2020-01-09,1.1536366372345626,0.0,0.0,100,968,1091
2020-01-10,1.1589820239277304,0.0,0.0,100,970,1005
2020-01-13,1.1687541248492175,0.0,0.0,100,974,897
2020-01-14,1.1608344776278945,0.0,0.0,100,974,822
2020-01-15,1.157813100633251,0.0,0.0,100,980,794
2020-01-16,1.1571197804103117,0.0,0.0,100,986,874
2020-01-17,1.1637321630219217,0.0,0.0,100,988,925
2020-01-20,1.1633871524950874,0.0,0.0,100,992,885
2020-01-21,1.1564508692462756,0.0,0.0,100,1004,813
2020-01-22,1.1613505121334213,0.0,0.0,100,1012,861
2020-01-23,1.1535250684771508,0.0,0.0,100,1014,810
2020-01-24,1.1531481994992923,0.0,0.0,100,1016,817
2020-01-27,1.1258820193665213,0.0,0.0,100,1018,620
2020-01-28,1.1351298435182955,0.0,0.0,100,1024,702
2020-01-29,1.138190108854154,0.0,0.0,100,1026,754
2020-01-30,1.1185478968093976,0.0,0.0,100,1026,613
2020-01-31,1.11089755315851,0.0,0.0,100,1038,579
2020-02-03,1.1171985040513401,0.0,0.0,100,1040,660
2020-02-04,1.1456702036650293,0.0,0.0,100,1048,727
2020-02-05,1.1495225385218826,0.0,0.0,100,1058,848
2020-02-06,1.1491597474182802,0.0,0.0,100,1066,832
2020-02-07,1.14131714568536,0.0,0.0,100,1070,792
2020-02-10,1.1441554770662052,0.0,0.0,100,1078,755
2020-02-11,1.1587264923934757,0.0,0.0,100,1094,821
2020-02-12,1.1615825955976817,0.0,0.0,100,1096,868
2020-02-13,1.1674996298001563,0.0,0.0,100,1098,839
2020-02-14,1.1713167814557675,0.0,0.0,100,1104,768
2020-02-17,1.1847781307848422,0.0,0.0,100,1110,757
2020-02-18,1.1875675589416002,0.0,0.0,100,1116,722
2020-02-19,1.2102389075564997,0.0,0.0,100,1122,801
2020-02-20,1.1906389187062587,0.0,0.0,100,1122,815
2020-02-21,1.185365557754695,0.0,0.0,100,1124,730
2020-02-24,1.1402177831072322,0.0,0.0,100,1130,608
