Variant,MomentumDays,SellThreshold,BuyThreshold,TransactionCost,TotalReturn,CAGR,MaxDrawdown,Volatility,Sharpe,Trades,AvgCash,MaxCash,AvgStocks,MinStocks,AvgEligibleCount,MinEligibleCount
SELL_MINUS_10,20,-0.1,0.02,0.001,0.7411423592567417,0.11952225676026851,-0.2911496531835104,0.20069133653194776,0.6447670370929525,6066,0.003154439937155944,1.0,99.6768149882904,0,957.4754098360655,28
SELL_MINUS_15,20,-0.15,0.02,0.001,1.389623998497565,0.19405994268668203,-0.299553325824201,0.20320336519608456,0.9463166073625248,3848,0.002443043718098314,1.0,99.7416081186573,0,957.4754098360655,28
