date,slot,action,key,ISIN,Symbol,conId,Currency,price,slot_value,momentum_signal,avg_turnover_signal,reason
2019-01-31,0,BUY,48871211,ES0136463017,ADX,48871211,EUR,2.69,0.01,0.9357142857142857,5108297.115300001,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,1,BUY,13804030,DE0005659700,EUZ,13804030,EUR,20.7322,0.01,0.6178890956790817,4160137.152875,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,2,BUY,673392026,CA1380357048,WEED,673392026,CAD,644.2,0.01,0.6061608961303462,281594794.88,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,3,BUY,268277552,CA22717L1013,CRON,268277552,CAD,25.75,0.01,0.57012987012987,49528673.0935,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,4,BUY,225537613,GB00B125SX82,PANR,225537613,GBP,23.37,0.01,0.53125,19110883.4315,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,5,BUY,252183696,GB00BZC0LP49,LUCE,252183696,GBP,52.0,0.01,0.4655172413793105,5179171.9799999995,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,6,BUY,26319170,IT0003365613,FM,26319170,EUR,4.9,0.01,0.4542772861356932,1157256.4570999998,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,7,BUY,290651477,US77543R1023,ROKU,290651477,USD,44.71,0.01,0.4012698412698412,5745890.913000001,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,8,BUY,48845314,GB0030927254,ASC,48845314,GBP,3300.0,0.01,0.39915611814345997,2308239081.2,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,9,BUY,321202935,NL0012969182,ADYEN,321202935,EUR,647.7,0.01,0.3729029517944362,55375754.06750001,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,10,BUY,26319258,IT0003865570,WBD,26319258,EUR,1.92,0.01,0.36961130742049453,3523974.41505,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,11,BUY,41962545,GB00B1CKQ739,DNLM,41962545,GBP,722.4,0.01,0.360747663551402,359631223.88,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,12,BUY,14890726,CA3359341052,FM,14890726,CAD,15.21,0.01,0.3475378787878787,43845592.6475,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,13,BUY,294708433,DE000A161408,HFG,294708433,EUR,8.685,0.01,0.3471208434712083,3212407.51925,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,14,BUY,235165280,FR0013153541,MDM,235165280,EUR,22.54,0.01,0.34517465956187077,3893810.5605000006,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,15,BUY,326398585,US7223041028,PDD,326398585,USD,29.21,0.01,0.33733271804337783,1205190.59,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,16,BUY,174076652,GB00B18S7B29,HPOW,174076652,GBP,5.59,0.01,0.32558139534883734,3819216.3115000003,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,17,BUY,1408814,FR0004024222,ITP,1408814,EUR,21.3572,0.01,0.3237907997238929,1685726.759885,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,18,BUY,14062281,AU000000BPT9,BPT,14062281,AUD,1.8,0.01,0.3217054263565893,17421617.490499996,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,19,BUY,35150752,GB0002018363,CKN,35150752,GBP,2560.0,0.01,0.3126550868486353,44733458.25,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,20,BUY,1907293,DE0007257503,CEC,1907293,EUR,4.1,0.01,0.3114754098360657,8113364.6865,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,21,BUY,35156787,GB0004915632,KIE,35156787,GBP,516.0,0.01,0.3086510263929618,296688291.245,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,22,BUY,15124833,US64110L1061,NFLX,15124833,USD,33.725,0.01,0.3084291187739463,38277970.31065,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,23,BUY,34805876,AU000000FMG4,FMG,34805876,AUD,5.65,0.01,0.30602409638554207,90438034.4245,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,24,BUY,272356196,US6792951054,OKTA,272356196,USD,81.82,0.01,0.29877551020408166,1316269.184,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,25,BUY,52164436,DE000A0DJ6J9,S92,52164436,EUR,22.06,0.01,0.29831144465290804,2472631.253,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,26,BUY,321324061,CA39342L1085,GTII,321324061,CAD,14.86,0.01,0.2974137931034484,3134779.6095,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,27,BUY,340042790,FR0013379484,S30,340042790,EUR,11.16,0.01,0.2969283276450514,2193573.6595,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,28,BUY,312029611,US46267X1081,IQ,312029611,USD,20.18,0.01,0.29102990033222587,1514003.581,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,29,BUY,275085,US8816242098,TEVA,275085,USD,19.85,0.01,0.29032258064516125,1438413.3045,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,30,BUY,212671971,US8522341036,XYZ,212671971,USD,71.1,0.01,0.2875922924545291,11644865.7995,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,31,BUY,85504809,GB0002259116,GHH,85504809,GBP,1426.0,0.01,0.2869718309859155,5201531.0,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,32,BUY,147665638,AU000000CIA2,CIA,147665638,CAD,1.42,0.01,0.28181818181818175,1017410.5,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,33,BUY,186358324,GB00BTC0LB89,DFS,186358324,GBP,237.0,0.01,0.27717391304347827,30670518.675,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,34,BUY,4391,US0079031078,AMD,4391,USD,24.32,0.01,0.27704918032786896,20314498.376500003,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,35,BUY,4811949,DE0007297004,SZU,4811949,EUR,14.18,0.01,0.27477477477477485,7860727.911500001,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,36,BUY,12605336,DK0010287663,NKT,12605336,DKK,95.4061,0.01,0.270587505723058,10171417.618970001,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,37,BUY,261734723,FR0013227113,SOI,261734723,EUR,67.15,0.01,0.2655367231638419,13268577.39,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,38,BUY,30795505,NO0010234552,AKER,30795505,NOK,592.0,0.01,0.2640692640692641,73178152.65,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,39,BUY,1448494,US9418481035,WAT,1448494,USD,231.22,0.01,0.2625811024480671,3135259.3899999997,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,40,BUY,268332787,GB00BD8GP619,KEFI,268332787,GBP,1.91,0.01,0.26086956521739113,1590123.95965,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,41,BUY,4369855,US45337C1027,INCY,4369855,USD,81.5,0.01,0.25833857772183766,1283759.433,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,42,BUY,107113386,US30303M1027,META,107113386,USD,166.8,0.01,0.25647940074906384,66820292.0655,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,43,BUY,34029401,DE000A0D6554,NDX1,34029401,EUR,8.6994,0.01,0.2553981991432819,6571402.4971,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,44,BUY,237794430,US90138F1021,TWLO,237794430,USD,111.85,0.01,0.2531736526946109,3165117.9630000005,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,45,BUY,136254493,US9224751084,VEEV,136254493,USD,109.06,0.01,0.25273585992397196,1032166.3754999998,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,46,BUY,4458974,CA89346D1078,TA,4458974,CAD,7.17,0.01,0.25265017667844525,4864404.797,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,47,BUY,166090175,US01609W1027,BABA,166090175,USD,167.6,0.01,0.2506924170970881,20637273.194,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,48,BUY,3629755,US9113631090,URI,3629755,USD,125.2,0.01,0.24829268292682927,4687527.679500001,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,49,BUY,62078268,AT0000A0E9W5,KTN,62078268,EUR,19.91,0.01,0.24733207784055256,5538800.7299999995,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,50,BUY,33837089,US2521311074,DXCM,33837089,USD,35.2575,0.01,0.24683104705678072,1342754.9075,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,51,BUY,12605003,GB0006825383,PSN,12605003,GBP,2375.0,0.01,0.24091728935841283,3995386574.4,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,52,BUY,60215826,GB00B63QSB39,GRG,60215826,GBP,1550.0,0.01,0.24053627760252372,761822115.3,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,53,BUY,70152668,US5218652049,LEA,70152668,USD,153.93,0.01,0.24007744433688294,1004363.5600000002,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,54,BUY,162231797,US87165B1035,SYF,162231797,USD,30.04,0.01,0.23897816234033797,2336226.5609999998,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,55,BUY,13949,US9621661043,WY,13949,USD,26.24,0.01,0.23632075471698122,1095407.6655000001,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,56,BUY,11520,LR0008862868,RCL,11520,USD,120.05,0.01,0.23611821249616516,3877078.9390000002,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,57,BUY,109758844,NO0010345853,AKRBP,109758844,NOK,280.8,0.01,0.23608617594254921,213940048.9,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,58,BUY,140078900,DK0060497295,MATAS,140078900,DKK,74.0,0.01,0.23499999999999988,9603017.809999999,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,59,BUY,8677881,US6821891057,ON,8677881,USD,20.04,0.01,0.2347560975609757,1144946.8515,TOP_LIQUID_MOMENTUM_CANDIDATE
2019-01-31,60,BUY,34789102,NO0003921009,DNO,34789102,NOK,16.22,0.01,0.2336412625096227,87589316.786,TOP_LIQUID_MOMENTUM_CANDIDATE
